,Unnamed: 0,Bitcoin,Ethereum,Ripple,Tether,Solana,Stellar,Avalanche,Cardano,Monero
0,persons,'Satoshi Nakamoto',"'Vitalik Buterin', 'Gavin Wood', 'Mihai Alisie', 'Amir Chetrit', 'Anthony Di Iorio', 'Charles Hoskinson', 'Joseph Lubin', 'Jeffrey Wilcke'","'Jed McCale', 'Chris Larsen'","'Brock Pierce', 'Reeve Collins', 'Craig Sellars'","'Anatoly Yakovenko', 'Greg Fitzgerald'","'Jed McCaleb', 'Denelle Dixon', 'Joyce Kim'","'Emin Guen Sirer', 'Kevin Sekniqi', 'Ted Yin'",'Charles Hoskinson',"Nicolas van Saberhagen', 'Riccardo Spagni'"
