date,bitcoin_total_volumes,ethereum_total_volumes,tether_total_volumes,ripple_total_volumes,solana_total_volumes,terra-luna_total_volumes,cardano_total_volumes,avalanche-2_total_volumes,stellar_total_volumes,monero_total_volumes
2019-01-13,2456062889.7924027,1504750867.1261935,155025516.19808704,411130981.22269297,1619297323.1447806,5116314.81149853,38928056.39160119,818103603.5694607,70166135.10443042,49889839.057361715
2019-01-14,2675674829.818869,1642681383.2372842,179047658.07179487,474444573.7488991,2170847454.238238,5357432.856730918,36923377.86663759,892718203.803919,94506778.3268016,100228248.52147956
2019-01-15,3101461657.547051,2141032095.0550327,252385427.72228646,519065000.45911944,1508721736.1244557,5004901.644678925,46991904.800733194,760243140.5486125,97557624.90904456,38303760.38638503
2019-01-16,2953789408.2270346,2179445232.6582036,206378942.27503762,408479335.5900175,2115947832.9145389,4801807.453660132,44720875.31453265,920546801.2039217,84352857.86761911,38539837.496071175
2019-01-17,2753646523.928816,2113608536.6644716,226042798.63173875,403570445.80944884,1808647601.294896,3147397.6343556643,55013701.89921163,862127896.2243227,80028535.70038773,332448219.0255987
2019-01-18,3049367561.0957274,1953391667.2246928,207892558.41548857,405007131.63153076,889450121.2961354,3048746.6586931353,60179613.104692645,776023722.2976528,94477214.12547863,262213435.13371682
2019-01-19,2649449860.3668847,1689783955.342064,106136444.43984203,332351555.7327561,1328456957.4543355,4166765.904885153,36466188.48017476,318424321.4981206,70251297.31252189,463840411.8086998
2019-01-20,2766880413.283615,1843518995.3753238,150509582.94028798,393170270.9368138,1007552489.8800592,4121474.165192207,40905023.30284591,438618802.40447694,96633615.61041863,109621673.28267129
2019-01-21,2940644468.975576,1968418396.7324762,118098239.30873892,388184198.4944774,715484397.6606659,5150439.112008337,42961757.03943709,576974535.7793095,108606056.43860833,179739925.57860833
2019-01-22,2561594564.573847,1719454581.2400157,200081105.2984924,367655023.86731446,1107804038.4559028,5472586.873512055,31403250.11092524,676331252.8608974,83260631.58667424,227501539.6746856
2019-01-23,2718371971.9030104,1765861558.4971473,206265684.65594205,532065422.59768134,736253572.4014621,5314996.591915108,37271610.77162003,596717576.3324958,117718221.94021912,245898475.25428975
2019-01-24,2663764215.2983246,1599707091.7203567,186480027.6440471,328647954.77512914,754315146.457899,6837230.552172642,26155328.970643435,516636783.3832301,85480060.5667791,233445056.39418224
2019-01-25,2514079887.672157,1605735349.503223,143197419.6957244,303813845.5360176,850967614.8898401,4466076.703585561,24319382.871368233,549140651.9149122,99313467.68318836,54189767.33918784
2019-01-26,2582590473.407218,1612015659.44269,190994409.87081674,503232743.33871585,632988283.9886094,3162438.581788161,22993374.156122435,726802965.36091,93610535.37709226,38169308.210021265
2019-01-27,2548165746.089901,1433112570.853001,108040406.3709236,495940405.2321722,496643551.4017424,4667663.609470547,23459405.913037308,384762145.5272643,133312198.7279971,236012879.41315913
2019-01-28,2882787006.773549,1753825291.7971783,174594972.06689173,368746842.9616335,628075167.8004643,4825712.237518546,31462595.49493724,298193732.8705844,123566071.57903926,651474620.4895948
2019-01-29,3445780457.599724,2332780149.277323,249850968.27269,581673448.9016954,565022391.0665238,3864767.2888794555,47046465.61052532,365344331.1019104,120328430.21984634,33154681.900112428
2019-01-30,4865613085.112716,2555950268.3740425,5341854462.366126,413279470.8158555,631361237.6483146,8105622.082775277,32538836.95817334,521653916.7088918,131253840.95456651,545669855.6199876
2019-01-31,4973814467.106895,2493952726.425111,5168135840.357825,754107735.899951,610750904.6029066,2924897.873808054,37062014.79782128,782051341.3798083,155166538.87315255,254468827.45157656
2019-02-01,4330022381.196439,1980504563.8608692,4354176577.4014435,791829713.574467,587946571.6315473,8470560.115726944,30894039.17470899,1177969976.9238229,126871648.69465196,148066492.6168832
2019-02-02,3765731026.2153797,2189489172.098924,4420403451.632209,597851854.4890903,1387803968.4736757,6416165.76268195,31452647.05478662,647412228.5454504,127072885.40042737,41733817.60837777
2019-02-03,3310421843.82123,1859087081.855614,3886477386.6999464,382674595.81157345,1273761712.5733151,4271643.134284106,21458195.77550438,486222248.7581017,123986962.12943712,462578131.41498864
2019-02-04,2375918195.082078,1970373516.398768,4407766633.150624,436671940.2304603,536552649.64154357,7748278.396017148,20436393.898442607,548267260.1339349,90579806.14423406,74410781.24355738
2019-02-05,4454914648.715065,1910734433.7085884,4488479389.996229,493327591.8826044,617414124.1173804,6735459.2567502055,20337416.673156355,917253989.8067561,69391654.01190509,14580532.938648723
2019-02-06,3653777871.7193217,1850805735.245364,4228745899.6576552,410993072.624565,2249695072.220029,5017351.452827579,21305756.414824136,938315469.3947822,78497125.4536657,43627833.13836659
2019-02-07,4211212356.0140643,2028390258.2091599,4936172435.751625,475307629.7990475,2104910795.048521,2358479.16170141,28173078.13361925,589667245.9443852,144752609.55171993,48380742.83350596
2019-02-08,3297274818.3709226,1809028295.0201623,4244411127.2476277,382512258.7159663,2063395663.2413113,2346740.9619867997,22393690.192648415,380891797.16348124,106251781.62094517,64979231.79438646
2019-02-09,6293135761.36397,3337030323.848282,7197323498.098081,720913070.4714884,2921072601.0062203,3129241.744018721,46082836.569584064,335707849.4482871,125622681.11096501,35905429.412521996
2019-02-10,4883557856.511256,2281124257.2366414,5846811560.327732,472315846.9331795,2519340039.6724825,3330201.1181639433,34562994.1124355,384088099.3169964,118126635.31418814,17021173.50821002
2019-02-11,5081021129.885805,2720772395.722468,6228624684.151221,515971971.9183471,1807465387.1299965,3243815.8308443283,37213644.131766476,550190112.3187057,126035106.14966498,54781500.43221986
2019-02-12,5446022475.782068,2802017940.5234113,6262338054.185516,480367181.29456824,1134738458.8461702,3317132.94018427,32386541.02371606,428221495.5152083,185419126.83742106,54174798.39073782
2019-02-13,5532706261.952275,2573128709.502421,6242431195.268634,496371470.82398534,1988074629.747088,3167603.88115778,27814367.31660506,1014395091.231055,173339834.45922065,75014436.40543206
2019-02-14,5635612273.288616,2635011194.1226845,6297792313.273714,517511866.9911768,1351443455.141726,2812243.586792235,24731847.7548898,1146238446.5848777,138975466.53223658,108910218.06719412
2019-02-15,11971659893.345224,2745287445.7246704,14124091045.832573,391017834.8080254,934610971.7223821,3008365.89751977,22479338.916937955,617052844.6023481,220649610.92725322,74912646.8565456
2019-02-16,4506367416.966915,2374950565.9874945,6183126579.663423,411145286.00028247,1118628986.9193478,2801273.065912351,24067155.332681157,513939485.39163196,182414812.54793134,88966792.34843902
2019-02-17,4019925054.643214,2286482856.840245,5512192279.418931,365939556.54193544,662066528.4413192,3320013.4264520025,20807250.453483205,1358395041.6793003,145724045.9318096,59277663.65773378
2019-02-18,4945386865.287532,4003447879.040646,6782940673.461649,428440993.34143496,624114420.0451146,1678818.5453875766,27282504.033098273,2004704771.9471376,113899153.11628339,89778012.80228157
2019-02-19,9588927258.746943,5528376735.104817,10918429445.679121,996402525.322799,402043440.13746035,4085721.5874470216,57438978.33749562,800792615.3645178,129044074.64438123,53881921.89898528
2019-02-20,5969708630.056735,4958547530.735177,10035501481.452673,1178422700.4009051,385506550.2941925,4095155.058167243,67584583.51939453,1301955114.1816463,187959579.37884936,109882918.38717401
2019-02-21,6377580055.125392,4674193073.576877,9605435044.263481,823368856.1067202,556481220.8582711,4619373.804780101,49774298.347862,653430020.4695531,157150173.51975954,56171278.193446524
2019-02-22,6838246918.228343,4028897436.931248,8099360623.174735,604882327.6034607,451120119.86649257,4163711.985392418,42954299.49993111,655006947.2285839,136329452.08411434,100549047.35196547
2019-02-23,5999302845.797907,3866449781.9766116,7902879997.960882,602767737.4837847,526537332.91262364,4229946.239260129,32119107.47977891,1099173474.0746083,80469023.95747611,108522148.82337645
2019-02-24,8493566414.707253,5041062545.201769,10339563969.14228,644852641.5168257,1003176056.3730243,4071245.4283045833,47397198.77727685,1132604956.8495865,115716997.35875185,161669723.9725193
2019-02-25,11112465191.137722,6907323014.255601,14624851607.235842,1236206775.479996,1090388198.6913736,3352762.310092786,75083200.67640215,1216611402.3586364,160507235.93208694,170708962.39044052
2019-02-26,9049456993.516651,5199003327.451232,11504557760.292189,1267016271.3112097,1151594281.2540836,7610119.760722177,47206343.601244256,1809870292.8006043,131365307.84307781,147611392.56101435
2019-02-27,2992667601.164757,4013821729.4520674,8914035529.019533,1029935582.5327955,825017874.7335211,10226692.902840925,33331022.66092489,2296426122.4852767,116921386.4298726,202429118.0122229
2019-02-28,7731184275.9768505,4639489690.788092,8924064620.959019,827703872.0783693,942584607.2080762,6676399.710600191,32087203.178842526,1879479473.070595,106663592.20284109,165924777.12524873
2019-03-01,7627783000.608827,4363574713.481887,9743115331.245068,830241999.4893934,1825252143.252731,6146262.700986999,27869743.404852327,1483215464.690538,105471725.19622155,172255131.17293447
2019-03-02,5524886886.074838,3152662372.3438797,6759380986.714311,669236941.529748,1272173444.9534538,5462357.170597657,21785753.866402835,2148220654.2552905,98572307.65503043,78619854.7105069
2019-03-03,3291046239.4080496,3386932026.236029,8365461242.3840065,780813635.10413,624242377.7255889,6664257.825589526,20844377.65153251,3310625645.9637036,88263768.09767342,179871609.6459827
2019-03-04,6749676086.649796,3658774171.8825684,8474501004.088237,668159008.3816918,558803764.8352512,6347934.990683828,21029291.59777737,3060244824.5988865,112994766.94832496,142099664.560269
2019-03-05,3608196680.9514556,4360833026.630624,10787108438.99247,649085227.6230991,584578781.8182625,7127268.839152253,32363603.102818146,1678257066.8234677,98507894.72339533,263721476.23786983
2019-03-06,9088065055.193892,5188731980.705806,13365370137.698072,799811398.7307925,488535747.5349405,7245927.103229561,37960084.263351336,1768376662.50082,152657209.87313458,182498324.746756
2019-03-07,8477459044.147217,4644218449.362553,12502605485.048738,771805588.0731788,564059144.821838,7063613.063437008,33522072.28202578,2014060206.379828,123945382.22907357,328509174.7828483
2019-03-08,6098011809.539175,4578357693.783855,12179133136.747332,709386014.470253,508646352.88739556,5017924.797022195,34476828.37987063,1602006698.5256975,108386686.2354213,187605952.79036072
2019-03-09,9387592412.254822,4522056070.475344,10999185676.605696,675665353.2366471,636535388.3933998,6847799.166550506,38664994.48390832,1067712221.8816617,124814334.99285297,286367912.3734877
2019-03-10,8968209821.64562,4296123041.029174,12269315044.342043,778491280.7796341,472927528.3029236,7532102.244060615,86993700.4765888,1302494619.7159152,127454947.31809552,52266787.62649629
2019-03-11,8576340543.966685,4499641386.635785,12185100674.756872,611718278.8352133,481564015.6061824,6107379.488438481,51354294.78541411,1139190583.1530163,221834185.84194455,346568715.4324356
2019-03-12,6459945402.485972,3785480350.370964,11989339438.813791,591542610.7429271,302280531.1963374,8410676.065291377,82116619.15537737,1692359874.6702082,229721399.6295787,342927167.1221184
2019-03-13,8326845840.668451,4188517679.4991765,13208727728.03424,543201123.9056262,507507928.94648,7459889.541854746,61983160.853167094,1293363181.3968153,160849273.84976128,257847256.92460653
2019-03-14,7240802846.749305,3621660451.668175,11604601130.42859,832098059.6368948,836901347.2188203,8398623.88800034,53000333.076304674,1073147059.5256082,163189848.81003785,510630026.8574474
2019-03-15,8610482287.345255,3916095404.0189743,11545578289.8808,680828412.8990194,1371341088.6752522,7981639.473949884,46039895.54700088,1250553379.185763,168046776.290416,160762113.03751084
2019-03-16,8157372614.811613,4756481151.442661,12652142426.327345,633393467.4073706,1203441656.8115778,20868412.317348693,70787494.18319316,1937571931.598823,127578084.41584201,47452391.75839675
2019-03-17,8463266884.802993,4786242985.088408,17498529744.03221,827158151.9123324,732654201.7448984,20766577.77156267,74845495.23320493,1127359634.1229846,135568564.2860216,425558197.5330693
2019-03-18,6533306536.989777,3163231174.800602,10378455428.320122,583878764.92904,737663786.9399918,15013133.832996475,55364282.81391416,1687348667.7846553,130980443.26538882,324290313.207911
2019-03-19,7639543944.601985,4436947537.81063,17710835502.701466,893210078.291428,639618006.1446898,21762179.147733558,59189804.09716701,997182321.1663718,217940591.77163932,303905402.9029825
2019-03-20,7503839510.974511,4016707231.683015,14589176966.00918,743442769.8813801,572104299.6430303,22416767.180915818,76079077.03970908,677105525.6599268,246402617.9111277,373024427.1545478
2019-03-21,9137227916.145353,4301026829.020336,15760141451.659477,978925124.2762313,674515112.3947256,16023877.472719086,83787695.90484549,854254384.9994344,252012328.15356988,234935036.5952621
2019-03-22,9845582434.366617,5329540237.069148,15967032912.042542,1063184398.9236925,645572532.2254869,12420342.616187641,110563157.9114089,915438711.1554718,289678485.5640141,250242717.37191975
2019-03-23,9404569962.845264,4676895061.111653,13187400839.160196,951557646.5184699,791091273.1745555,14551682.764194313,187687245.92479184,732753069.5659871,238279459.7680866,243531205.0253879
2019-03-24,9206940724.647112,4329648785.084198,14611584521.802765,1037795018.082312,663491276.6668489,14385976.844736805,230447390.6556978,533128334.86962855,201434926.10692212,143114782.3155576
2019-03-25,9883972400.782845,4828779391.134742,14780996541.619356,1236303097.556161,607351754.6625379,6643920.816157878,165136979.71185252,1067558284.334524,204850573.93729147,218885904.0970811
2019-03-26,10661215003.017866,5128191497.587813,15536057979.35405,999354191.9643741,462037406.3577414,12377580.689469123,82449862.62894759,982803965.9467802,210654736.84415233,370258288.3895055
2019-03-27,19375985748.468594,6365187624.764251,17794481845.853935,1102652561.92276,424937662.01328224,11094981.90630559,126218530.8989074,2313502471.7087927,235530718.28922054,247306642.16264892
2019-03-28,16215886403.31156,6058290711.3394575,25790839030.697155,1304070221.079658,436664234.535345,7188651.142913167,190231033.16212112,1863618136.5827672,311916156.03136975,298489718.0064709
2019-03-29,15160882530.764353,6421741403.9849205,24601737980.99549,1070281983.1165979,499801292.4695335,5637917.190647627,139866735.21952033,2409028609.742276,220245808.2432325,329038769.7311883
2019-03-30,16340416942.468424,6309182468.745683,27126907637.191227,1365754603.382128,727575218.1716276,12023138.2102974,212983058.7010962,1543828507.8958964,290878148.75465554,281536743.5179724
2019-03-31,13007834059.593706,6431145135.476545,20663312396.41831,1100416818.134314,691932146.2056346,10945252.113494141,182155337.53517985,980557832.7237588,329950607.43644255,167416143.6808592
2019-04-01,9729996888.256725,5681255417.619743,15416444877.25504,1002498524.8423936,454190333.1445893,8187201.073147899,125531038.36643676,1739271955.0093298,252915760.4373635,283431651.4167273
2019-04-02,12393581266.933498,5806385520.250954,18567029814.767754,1156661193.4163582,415853889.1192226,12411461.573607627,142615945.86230013,1554964906.2012937,286103593.883697,374644595.54613703
2019-04-03,24241877355.466156,11972928895.801353,31547102896.097775,2883366599.3890543,296169725.62816095,10371502.273840455,327674511.3356905,1259783814.2381399,581766441.961901,195263732.62131062
2019-04-04,27840300618.851505,14345018962.49493,37985788547.258415,3014372285.2450743,312330343.18604004,7256433.015067704,481145168.96432215,1226690744.4283879,410113197.9139337,242202275.8786711
2019-04-05,23773239680.778233,18960578265.68538,30097786443.25883,1836094470.3531175,270392426.0783131,12102306.202424984,341137519.0241108,994358249.8601887,319243675.54052097,205490167.65866137
2019-04-06,20072621554.053333,8154465149.927939,24637456202.05519,2784434882.315715,474454643.50580245,20779480.367631614,237062289.10388905,800347079.3187648,436379581.3912131,284040149.0749325
2019-04-07,19652913084.11381,8041146224.6182995,23953967938.679646,1864724985.24907,469048384.9902478,51260126.46027264,203512085.90013257,878605004.2960683,303501583.221689,279692604.06333506
2019-04-08,22875598540.266926,8774486908.148108,28473675101.240322,1696965254.6708674,372119879.07038826,38045246.47730149,174484885.92127717,897938968.4805635,347029710.68435526,276618925.7408039
2019-04-09,21960916922.811954,9174797057.457947,27833130364.0022,1769888509.6409569,292646432.68583465,29180606.386548918,222589747.6874219,1385694264.0315642,354062234.7708977,223117252.07877025
2019-04-10,15780870292.553698,7853653932.961174,20138841299.527733,1239241795.8362613,227071207.7156284,33832685.71281707,197432272.62434593,1057485216.6367801,296711742.5709791,189968612.3986568
2019-04-11,19407452726.86936,8535409687.957658,24316009448.418922,1361509045.762026,370348465.20546126,19724610.782179948,204490716.0858344,961843290.9455285,296493788.3363458,134175496.9218469
2019-04-12,19758274668.344517,9492297742.469435,25987400787.10847,1853565246.8091552,422162867.9308267,7122852.394253399,250105632.40661168,1284949876.1474845,350115565.3014076,248603949.07712725
2019-04-13,15595642633.838465,6864550131.632152,19489266845.548923,1249642704.415288,573149420.4413202,26830181.463799134,185921625.30155298,729756931.8571017,280664694.32511514,127561080.6297446
2019-04-14,12260233700.583128,4895342267.034281,16378653204.411507,1154974892.819901,375801784.2134339,13949991.815400453,123765669.50368805,726073344.2588211,251344406.37041074,109210765.26273118
2019-04-15,12373544680.894629,5453899413.191777,15851967799.742401,871876938.7987264,407425804.48123944,15362438.891829511,128208294.67265818,759170312.7669234,230747690.34425315,122354390.50116615
2019-04-16,13837248984.63684,6208683988.248793,18918457515.215042,1094979034.7830312,363380694.2290097,65032077.78206907,117799275.95286402,870797728.0167084,231519240.13486034,103828921.65889697
2019-04-17,13646324289.841606,5341068833.609714,17222193366.955063,885493212.5006288,316495335.58890283,15150959.177942252,105160745.96009421,1164966360.2988079,207983642.4657823,281625400.4738264
2019-04-18,14530488675.954275,5326967582.034817,17785450672.673237,1334374335.9537647,755245025.2497616,20764709.585051384,103659370.16947012,861987666.4147246,287350248.54253966,296512233.4104897
2019-04-19,15343841014.064018,7052905652.127466,19220170678.015232,1270634053.458099,375190958.3560945,13974469.554169102,110382965.73238443,1082203230.1479845,263281779.49982324,227968682.39913338
2019-04-20,16257796673.886168,7221388008.444495,19421554648.24189,1233067833.1441004,324323976.86976814,16754088.947974868,144843502.87001476,905127606.1225137,264922915.05573204,262741280.33243823
2019-04-21,14990889921.786966,6156525100.7694435,18055266451.802773,1064420338.4787904,490243888.02364147,11873526.865575226,136815464.5951843,808404528.9359772,227016214.5486199,98448418.28764547
2019-04-22,16383813161.830389,6664047714.540679,20340214071.374744,1180576148.7452052,673479026.4084785,15781154.903843496,152578410.17837083,1057285447.2015418,241418196.49088898,99632286.27352017
2019-04-23,17199396916.729523,6402115847.390519,21242676274.151207,1311614257.7079237,614044704.3846236,11097256.733441167,162833809.66422448,682963668.5279102,240307924.65168336,351197969.9272828
2019-04-24,19400647819.940308,7113521465.307921,23822697096.15175,1294500292.83268,548581372.50092,16125750.721535942,174822452.0531332,908538243.5785203,239305055.74609816,414226749.33852005
2019-04-25,20538511242.262634,8048012710.936328,25460937567.82495,1742498918.254119,463809054.21566033,21429056.936477173,165912540.57089877,733053265.7440205,288804479.10375977,125035968.33393621
2019-04-26,19329534423.79327,7178205516.338611,23475681158.346188,1375461388.2715502,535386826.38300115,16729430.729068844,170331899.39578703,617027307.3641539,247143078.12013283,440650255.05849415
2019-04-27,19632024917.711243,7692660385.390277,24834365728.650154,1417595418.6346962,453652890.7804349,13854971.12060084,145817325.34111822,481150093.0742437,245414358.84647098,222332529.59773126
2019-04-28,14876251954.397636,5979883531.17244,18819429795.921658,909997148.0832446,642276103.3968464,11470520.951254735,102286462.80692092,478918891.6117259,187951766.10059056,301574824.33672166
2019-04-29,15573084968.740429,5768664295.690624,20045998450.404346,790117690.6484704,634966886.3440547,14372127.85267401,79444935.64141212,574515252.3004528,174012096.95966405,321689332.43513316
2019-04-30,15442022886.730194,6411778889.018952,20374262705.408424,934458146.3621022,567721952.7291353,12647026.68018859,118785543.06188424,492077219.29326475,189444661.13366073,270566322.9076892
2019-05-01,16794865767.201723,7295538037.156365,22841399110.513233,1352991941.275222,387950835.5915774,12158189.780753829,118345782.6087123,513929559.85847765,188002670.72324646,272646212.6075381
2019-05-02,14566414699.69271,5827474260.897809,19912888967.180458,999894306.5227537,392755194.37425494,9110670.415227849,153059476.95903873,528582436.5349151,189416001.1242176,176992923.35379812
2019-05-03,16512618030.609243,6382424498.642877,21195291821.43488,909268140.8818136,512007043.4016342,8055742.084520816,150318041.30003422,1185727532.4319305,196915594.94805214,204467571.04053673
2019-05-04,20006287572.082245,7370814310.015348,25494901227.51743,1248362417.1874719,518467624.0711313,7144493.183006282,186310266.9426793,1387501444.1788173,245374346.00967872,290585233.88716364
2019-05-05,19242843059.82611,7462922637.386197,24487032206.28417,1190213827.0855913,501994574.0018019,7813656.482792989,140962190.09442997,917185256.2088094,236173747.308997,274627265.9517917
2019-05-06,16184057012.270828,6585100748.204202,20296273129.692642,803803648.9712865,536710066.6718894,6149330.713116937,148118686.7632148,1091805049.846834,196062333.09774286,233724761.709774
2019-05-07,16811224132.040009,8296752441.893426,18675399337.14015,973493927.3601532,375775175.2451106,5020297.250709008,154332100.8992162,938395788.999693,205237535.58663598,276851511.49029016
2019-05-08,19408267639.192204,9534335324.779873,24882509338.01884,1093487926.46202,1453940559.4346285,10849702.269560149,152003841.37795544,1134178090.9227676,198646113.04423282,202927386.78521323
2019-05-09,16672412472.112143,6667762034.758085,18173834233.738934,948761478.7494427,3744578512.779988,6998492.104487806,115380635.40484804,872727504.8365759,195368811.5135565,276638336.06586504
2019-05-10,18401396126.039753,6902719143.315466,19096682609.555637,931581746.8368655,4071432568.0452485,6295507.451743955,144333254.89852068,629457552.1525306,220041964.3922371,304753378.411369
2019-05-11,20801839693.04227,8161017266.9209385,24774817111.38532,1078848959.4386067,4552452964.336096,6243650.306528358,161982471.39610782,666456963.6922847,156608719.0866519,296172015.8024182
2019-05-12,32480039429.768772,15122302157.846966,38241394554.899994,2458965760.207966,2751968421.5578585,3964415.642304874,306602751.3625427,498620309.4172563,333180865.4862592,181377852.25668833
2019-05-13,31545333636.538036,11582482850.21803,37271070567.77212,2362625017.0521126,1816393865.8523588,12008452.927795548,285706502.10042447,666682025.081346,292296501.6697584,46602444.36202382
2019-05-14,32078035930.772472,11346705276.931213,34742799577.89047,2100539901.4053109,1502846889.7352061,16661875.038574822,230168987.93824708,805386721.8682183,331663895.23461497,60553327.36575637
2019-05-15,35426123184.643654,13905655019.126186,45308962630.28762,6817202849.651052,1004789455.2040088,6251379.025111882,332365790.58416647,837755498.2193935,756271935.4473811,70513987.30967894
2019-05-16,30893707828.03641,13672541332.505766,43301978192.97673,5301693094.801105,1376624102.1938393,5343905.107705275,360409388.0396071,665952175.4586505,535095842.5069268,75657154.21146159
2019-05-17,35026947533.93092,18005081606.855213,46337917310.91338,5869587317.356841,1645439131.9405804,3753468.270541542,473945748.46881324,923112809.2235307,807568130.8585825,353280440.4873525
2019-05-18,33030146385.78164,16370442950.862896,41759104406.396034,4326345937.706392,1460931375.1285913,3848696.592150137,419268318.2666193,786295264.9180106,512457622.36999303,277611801.3943365
2019-05-19,22478772524.431953,9809558171.875607,26264579666.07596,2103693649.157987,2687938993.535464,4888077.388707799,241682031.13007343,475873376.3651101,390070865.95089674,311949349.8524493
2019-05-20,30747684364.455803,10660302136.0779,37510455695.16504,3168824166.002931,3193853129.576366,2712813.9383307826,276547327.0481134,859468140.6765712,476978923.3346004,69739626.09474109
2019-05-21,28621475467.769623,11264583865.095984,32174829523.68528,2487606990.63687,2343520709.0638256,1952761.3445852397,261151893.4492497,1885896785.9861736,450939645.35388213,447074960.86419165
2019-05-22,25314342979.04727,10173591139.714605,28826788866.50424,1924321271.9917443,1619244457.9764173,2920336.914227973,222533700.30083972,928171701.5065773,363769395.3318082,443234866.5898598
2019-05-23,24589881451.39529,9779773115.360765,26512861258.236126,2089984806.893093,4827155957.583222,7775712.149992277,238153710.10193756,1232878398.48341,348525993.39869297,604313244.8339175
2019-05-24,25345060242.591587,11366080280.52015,27971052179.670094,1791080635.9339194,7097442296.82563,2979831.9374491973,174908198.67820245,1007497662.1492882,373715797.7048313,440614137.00457597
2019-05-25,27368459147.198563,9874907867.701994,29326114734.67222,1968184359.3226404,3649705606.8515778,1822428.326304104,171347501.0206014,849647460.848177,381585407.6043888,284719703.82536525
2019-05-26,23978335158.484913,9323604229.835455,25518845172.63309,1486911309.4616783,4623249675.435575,5322333.651108289,125997531.35151565,529755145.9971326,276883877.4896419,342042134.8085156
2019-05-27,29224396883.37161,11071430353.366852,28974240293.419144,1961705855.8250906,6871215127.90067,11758064.218717348,183825461.0114193,684448631.4462265,325546936.0760269,85742199.25437917
2019-05-28,33136840741.263596,12655030646.34605,34728985899.91313,3140944823.944916,3607645007.288397,3283138.4957828564,257802427.47259974,970909305.2598561,438817951.6204482,263997495.50271976
2019-05-29,27335990651.150314,9175086732.606298,30048924220.807632,3088106781.021212,2711248607.007888,3401368.1532655996,248265042.34704012,1333420687.072834,471263889.93700707,391126790.6137525
2019-05-30,28214892246.82482,10947486779.437864,38384289519.78775,2770037170.7916527,5245858966.571948,7173275.410741056,250941367.85891938,1383010676.7536752,442329081.7354747,226206627.35036767
2019-05-31,33295240431.3568,13789629797.840866,33141027238.172085,4047752336.7291055,16149087501.300968,4295259.691866377,331448382.08193713,957924969.9419198,562971070.0171497,378675732.3329295
2019-06-01,30329343188.810726,13065602415.97646,29018260935.851852,2503864362.947346,12034756697.736256,1935573.9101759773,277367144.91822064,636547008.3074145,360101663.2731796,422204927.05299383
2019-06-02,26683797989.859898,9939944521.868128,28177592510.0699,2002109820.861947,12182432665.179003,3676909.7377620763,248203496.8472867,765815215.2497256,396471010.32803303,201800547.19511706
2019-06-03,25133975363.261288,9394858671.397644,29963483658.863937,1822417826.270634,6992113162.711526,2653952.6478206567,297353290.10191315,1247817729.5230663,358629985.1265772,113792444.46057084
2019-06-04,24486741553.27431,9490495448.140297,31790872440.255596,2802129125.14302,5327211599.2398405,2473114.161813969,351904178.7642692,1024212300.2540458,383773413.6366539,89053973.32187083
2019-06-05,25442100899.747612,9485736882.825798,30788536393.447136,2636439040.269349,3006790022.730882,2331012.0852212105,227552475.9490182,1294350940.2904615,411544474.25943553,86565454.00364627
2019-06-06,24641673547.477314,9425766068.31484,26814635587.214397,1948366855.4571414,6270536793.440139,2747594.36186385,201853485.06529042,2333967745.423187,313351510.29721767,348584837.7524572
2019-06-07,24560046377.825275,8404331947.2354,28112355877.97167,2292525765.235385,5484253084.148819,3107002.7426107163,249770623.6764689,1478105195.4363196,363790862.75049305,101133825.42258818
2019-06-08,23629265497.41496,8150833842.114468,24339235839.749657,1948324586.554901,3973589945.002292,3068476.587734356,209735394.75958553,1091134381.363367,379657123.30206233,153145298.40551975
2019-06-09,19829877310.707806,7354875776.242826,26604774761.99249,1433146777.4105122,3163024291.1889153,3510666.376472219,179902940.06106538,1182335803.249564,330630854.32166684,199617013.7344414
2019-06-10,20152037017.9227,8029562832.321171,28371762721.754333,1908623422.9889174,4637329446.05819,3139624.821843337,190031453.06772795,1381432825.12984,313237017.4458101,205599922.6773941
2019-06-11,21741587787.865116,8199127073.858642,27885351908.844784,1826034467.6028223,5288896343.368672,5695563.075904882,235859709.3280797,1831128371.972589,309294636.9208421,210398260.60075188
2019-06-12,21017248550.29671,8182713237.348147,27987260340.661167,1493055010.1714642,3442771809.9303317,2469317.462324915,253347634.72266844,1302568066.0976186,356263634.4620476,614414900.9533334
2019-06-13,22181532883.49916,12143678886.284647,28135792220.931046,1448401396.3600838,5652873068.780831,2803163.84310101,376113617.20364136,1220049359.458512,399897967.3581497,431683884.9009613
2019-06-14,22919390183.839664,8992183283.907227,29408856003.5163,1476173702.2015498,5306957386.522338,1368328.801250512,348557657.64185214,1420126801.3780692,430379690.28307027,386619966.0318472
2019-06-15,23291543613.425556,9249836453.371191,28939981289.078648,1511681420.3548443,4912176158.173082,1061622.6636794042,309320337.76228714,763499420.9062598,305203620.16648537,412588964.34202665
2019-06-16,21892878336.785255,8326314916.480807,33591555228.428055,1691204116.9115326,3353529940.5091395,3505320.6413257197,274801292.68918175,716010210.6086961,308023096.72419703,444981176.82174265
2019-06-17,27305637341.28109,11214016847.926468,32648150633.291325,2704062272.640241,3863693217.85245,3844562.716022632,348312939.7426708,905588652.9841592,553162614.097633,1948294918.2459867
2019-06-18,27464356714.403492,10113175117.058073,31592545398.492226,2924019807.891432,2059643190.9342535,3452618.832195776,289880198.2288467,1072935854.6159312,354786577.83390397,476787337.1031472
