datetime,bitcoin,ethereum,tether,ripple,solana,cardano,avalanche,stellar,monero
2021-06-06 00:00:00+00:00,362.1494092941284,120.60695993900299,-17.66299718618393,4.802221238613129,31.216505467891693,36.483948945999146,5.807953834533691,19.70290768146515,30.110733449459076
2021-06-07 00:00:00+00:00,915.3189631700516,458.90158277750015,39.731709420681,102.37777078151703,94.37663000822067,154.44282627105713,29.076436579227448,26.828401386737823,45.801577508449554
2021-06-08 00:00:00+00:00,636.5194935202599,469.89641988277435,1.3852580189704895,92.45369243621826,84.54091781377792,113.12180930376053,20.821382582187653,31.01223260164261,-4.307406723499298
2021-06-09 00:00:00+00:00,2921.4360961914062,590.563471019268,35.87000113725662,117.61856561899185,131.1089072227478,155.7747368812561,26.61005872488022,28.142103672027588,20.4460471868515
2021-06-10 00:00:00+00:00,1800.120875120163,394.40741991996765,67.99730491638184,77.36496925354004,113.7764453291893,134.7018839120865,21.132130801677704,24.279438316822052,18.42826932668686
2021-06-11 00:00:00+00:00,1730.0535744428635,289.1966516971588,60.44476360082626,36.61076521873474,71.30721151828766,124.34740668535233,9.841466009616852,24.61549574136734,16.986371874809265
2021-06-12 00:00:00+00:00,1012.582799911499,289.3258926868439,60.203499138355255,97.23235446214676,28.803748846054077,156.7596161365509,6.343934059143066,23.49217462539673,-4.090711414813995
2021-06-13 00:00:00+00:00,1417.9595512151718,433.3148672580719,24.184223473072052,43.1405468583107,65.1235494017601,150.3186692595482,13.65451031923294,34.68371766805649,10.532799243927002
2021-06-14 00:00:00+00:00,1512.0336367487907,422.30159932374954,-8.284324645996094,27.25878095626831,44.64367252588272,106.86647993326187,22.230542302131653,34.8449587225914,11.618734061717987
2021-06-15 00:00:00+00:00,1726.5466161370277,704.6007903814316,152.5089089870453,75.55758422613144,101.96652269363403,140.250918507576,8.110397160053253,24.46223771572113,48.09568399190903
2021-06-16 00:00:00+00:00,1398.1522753238678,640.5007956624031,-4.306054770946503,82.7180387377739,78.53462034463882,138.13412189483643,9.290364623069763,24.439193785190582,24.239943742752075
2021-06-17 00:00:00+00:00,1546.712533056736,485.6351718902588,26.09469300508499,89.34203499555588,96.49662494659424,180.46941381692886,20.626140415668488,39.52336257696152,47.56512904167175
2021-06-18 00:00:00+00:00,861.9146110415459,269.29126185178757,15.434233129024506,54.641545951366425,92.33833599090576,203.54105466604233,11.275989353656769,3.4865506887435913,34.70680993795395
2021-06-19 00:00:00+00:00,1021.002044737339,415.71388041973114,49.06075918674469,91.07799082994461,57.49260473251343,146.8026904463768,1.0372461676597595,19.029570996761322,22.875662982463837
2021-06-20 00:00:00+00:00,1112.7638945579529,350.69190114736557,29.206161737442017,69.86314308643341,63.299949645996094,108.79385161399841,20.356583416461945,34.887412905693054,27.430088460445404
2021-06-21 00:00:00+00:00,570.467555642128,380.6902968287468,-51.54112368822098,118.13178443908691,62.0663668513298,129.09012585878372,5.201397955417633,30.269746899604797,-2.3366241455078125
2021-06-22 00:00:00+00:00,253.9601929783821,200.04584330320358,-99.62872248888016,65.69508510828018,39.26260715723038,100.83388113975525,-1.0365148782730103,9.939663589000702,6.286840736865997
2021-06-23 00:00:00+00:00,1237.3949286937714,498.0024119615555,3.513183832168579,163.84726780653,80.05791884660721,115.14000332355499,9.028958022594452,12.648553133010864,68.002716422081
2021-06-24 00:00:00+00:00,1847.5881455540657,404.0759614109993,28.24867135286331,148.32352769374847,78.4472628235817,127.49848169088364,4.3520848751068115,42.82571369409561,24.373811423778534
2021-06-25 00:00:00+00:00,1551.7790213227272,130.5443787574768,24.359693109989166,55.16764956712723,70.88362103700638,114.33368760347366,6.655984342098236,23.198415100574493,-1.8594161868095398
2021-06-26 00:00:00+00:00,807.2767380475998,248.9437571167946,8.926278591156006,44.00476336479187,106.55807083845139,126.56942403316498,3.779119610786438,6.619825720787048,22.51064544916153
2021-06-27 00:00:00+00:00,819.0886306762695,176.09174817800522,17.516703724861145,62.21016675233841,48.955560088157654,108.82033061981201,1.9428006410598755,4.2072083950042725,3.37284916639328
2021-06-28 00:00:00+00:00,1051.9933922886848,392.60290455818176,6.451083481311798,105.66919672489166,97.32962292432785,138.8712859749794,21.787539422512054,16.95343989133835,16.130597174167633
2021-06-29 00:00:00+00:00,973.4628921747208,552.7377864122391,10.934967696666718,61.71012878417969,71.66527563333511,121.3277359008789,35.93608874082565,20.445580542087555,16.048797130584717
2021-06-30 00:00:00+00:00,1199.1811190247536,621.299487888813,16.325206637382507,120.13273996114731,76.12080574035645,169.43406188488007,21.46702218055725,28.873673021793365,17.3031844496727
2021-07-01 00:00:00+00:00,1280.3163748383522,608.2757737636566,23.114950597286224,48.10051107406616,81.91145157814026,166.50880628824234,17.591527223587036,36.92977786064148,36.03047376871109
2021-07-02 00:00:00+00:00,1282.6206503510475,613.8584562540054,49.31467819213867,135.61727458238602,81.60206252336502,169.22489696741104,17.379685759544373,38.675206780433655,31.65711396932602
2021-07-03 00:00:00+00:00,1493.1063641905785,489.5007209777832,34.800922989845276,134.71169090270996,52.62687414884567,150.28892582654953,4.934499502182007,106.41260933876038,54.87877970933914
2021-07-04 00:00:00+00:00,1493.571428179741,480.2337848544121,76.53100514411926,86.19737249612808,45.92795151472092,130.22505164146423,11.247170686721802,72.70708465576172,15.527234673500061
2021-07-05 00:00:00+00:00,1530.6299242973328,643.7968116402626,2.977702558040619,81.65116089582443,31.93583118915558,127.30311155319214,6.687604784965515,26.874597489833832,25.435145676136017
