date,bitcoin_market_caps,ethereum_market_caps,tether_market_caps,ripple_market_caps,solana_market_caps,terra-luna_market_caps,cardano_market_caps,avalanche-2_market_caps,stellar_market_caps,monero_market_caps
2018-02-04,151507305722.97018,91725607014.4353,2215748449.568808,35886567119.38394,4570789.918376839,0.0,11616435329.209091,101220228.0017595,7999448740.03818,3870905300.5135074
2018-02-05,140081544557.2351,81329819333.7154,2208046102.380972,32776752432.77858,4432087.508991812,0.0,10242880678.661112,101700425.3400067,7138679947.514803,3507347856.43004
2018-02-06,115444836533.44771,66675677460.41152,2240775535.07724,27024531483.738773,4752035.386171752,0.0,8037693087.781534,101200482.43172462,5769310950.150451,2812437063.8367734
2018-02-07,129936854004.41661,76574516020.88303,2207205806.012466,30398672616.862423,4898008.357759836,0.0,9333118561.777338,99642110.96420506,6712485287.479953,3311582137.1331964
2018-02-08,128271617562.32497,73290929917.86972,2216289431.927424,28571441937.794662,5213969.633802138,0.0,8562541270.261039,92611506.83782682,6221429452.787226,3270994824.279391
2018-02-09,138345016554.78464,78759712266.80615,2256871977.38688,30341134023.501373,4996233.199332481,0.0,8876694440.63103,91254971.87654057,6474913642.421092,3869929794.4599514
2018-02-10,145812043727.55478,84968804616.78447,2220887781.97566,36244983794.50348,4629608.829738474,0.0,9780883840.490557,89124828.89025648,7164484857.220763,4026418927.358182
2018-02-11,144544944416.7482,83330877020.24867,2229312917.06886,42367519229.49342,4853042.594897839,0.0,9967788470.048504,90268828.1074171,7225277432.013837,3957969834.168552
2018-02-12,137716289625.30893,79732678121.41658,2231929143.22938,39524137487.0616,4919865.806567834,0.0,9208198538.786581,88946751.03086248,6740332533.465019,3656491221.2568827
2018-02-13,150256428069.51227,84185155652.77072,2220377839.58844,42631611620.71668,4866957.615424991,0.0,9642817703.442709,81232558.92827202,7154065901.067951,3897505301.724681
2018-02-14,143645913955.80325,81375375877.96892,2225255549.37924,39989907524.16732,4374843.160369413,0.0,9197821234.78999,77957366.50910236,7371141468.197272,3674423654.858584
2018-02-15,159007423075.0244,89328231140.60481,2211790853.215818,44769706740.79746,4809730.17960867,0.0,10001199718.785206,82272104.7950755,8255692692.9200945,4275624345.2408624
2018-02-16,170569769073.98798,90637629785.66489,2219624011.71168,44796623099.72568,4598505.351008801,0.0,10135162525.688318,88335312.05807617,8222874879.572082,4780195501.436187
2018-02-17,171309236631.063,91279135809.19406,2222129380.8315,44519267575.1175,4715158.090275346,0.0,10131317515.171017,83877177.60827443,8305505060.551967,4607181680.954171
2018-02-18,185692327611.28845,94190008583.4062,2230953601.27122,47217144942.47358,9366383.783941554,0.0,10753391912.094913,84538845.75018345,8727451966.40837,5107655432.487138
2018-02-19,177561296505.31497,89404389580.2483,2224435207.27806,44028921732.03384,9427078.266084636,0.0,9562010500.488642,83349229.42019878,8047370502.407514,4747625674.369383
2018-02-20,187364222442.60483,90713108252.71552,2216613134.486268,44665162042.35162,9591470.33610501,0.0,9688038375.967485,87088350.82790206,8210967757.620138,4970126987.803084
2018-02-21,194121879194.2264,88256609941.35635,2218471098.4884,42852403782.35976,9399234.951485896,0.0,9234726032.628313,85079479.60119635,7467505656.665679,4869380441.560046
2018-02-22,168362084194.4766,79118626282.25874,2219978754.24192,37025051083.61597,9424972.586161828,0.0,8179586702.803375,83573007.65010884,6511073743.718741,4463740191.804802
2018-02-23,169362253983.19455,79442544254.30933,2224213493.19666,37280327392.05984,9310563.109433705,0.0,8227943261.568291,90280893.33736517,6521036620.254562,4517551610.435935
2018-02-24,173922837770.0662,84567348658.27484,2212254235.645944,39086279525.12215,9614805.94741188,0.0,8439110489.178212,85858225.76238146,6853082821.644251,4521300559.764076
2018-02-25,164497574061.05917,81068136131.60957,2230332801.8433,37113243048.09629,9543805.262487222,0.0,7851368481.2193575,86917107.65111312,6369364771.976491,4247160492.9893403
2018-02-26,163790896885.65796,82445384433.1456,2228315203.70256,37187757741.07424,10747702.95638117,0.0,8609287739.963198,90564375.734851,6539990737.511655,4409139519.863436
2018-02-27,174886939893.19846,84519903484.51317,2219801382.9768,37571082276.5668,10180036.835310562,0.0,8519393200.267969,94031202.96905072,6624068515.523121,4662222310.232072
2018-02-28,180884108725.43018,85086932065.08655,2214462507.896688,37269504972.45771,10138083.793723866,0.0,8558229137.487253,92120855.91840066,6612967262.87595,4786260578.632928
2018-03-01,174778709347.89926,82862945950.985,2221331210.13846,35542648464.83488,10913789.386770498,0.0,7928659808.4275055,89170024.12454775,6158372862.522427,4488622854.65709
2018-03-02,183463718171.25656,83792455743.35178,2218537612.71282,36423180694.60529,10726797.093153996,0.0,7773696581.449849,90652773.82846753,6187952993.877977,4905755578.52298
2018-03-03,187514886761.3877,83297136123.66147,2214677570.555646,35739704142.590385,10648020.65447342,0.0,7555437035.662185,97687305.45423897,5930591819.699347,5442330157.289266
2018-03-04,191899353575.24014,82708301723.55193,2219867897.20122,35375562565.87399,9341515.406268213,0.0,7512107676.780925,95458813.10520577,6264158718.982149,5590152276.756642
2018-03-05,190747933122.93732,82676499793.85762,2209485026.769258,39691236402.30298,9722321.601662131,0.0,7676935261.594904,98827918.30780047,6540434754.250917,5754233316.495309
2018-03-06,194821583687.4345,82340571913.28821,2212265321.350014,37440986098.4355,9955797.604756866,0.0,7652999348.694283,104232031.27779132,6527249942.885303,5912248803.168476
2018-03-07,181342656441.09247,79250313700.00667,2218670641.16166,35841968701.333275,9583560.125035353,0.0,7216613807.962062,97997404.6998645,6135428680.998694,5459099366.682517
2018-03-08,169056252057.66943,73790376421.96692,2223747893.62572,34259565385.831104,9320494.000741212,0.0,6341032338.29802,85894760.41318981,6061006684.262212,5380262793.952065
2018-03-09,159289105130.23843,68568491974.3163,2224257836.01294,32339837575.912857,9519846.38912149,0.0,5593477586.097112,88177719.16363938,5756434624.063187,4406236221.55361
2018-03-10,156862284242.87494,69730146644.19576,2220887781.97566,33066596143.034103,9549958.35463254,0.0,5477088005.978487,89165379.61543828,5624739906.642515,4412839009.067929
2018-03-11,150359761907.83084,67198010840.67886,2222705837.44314,31382397372.269505,10224928.435807472,0.0,5315540005.62983,90415731.8530729,5389237122.797385,4069068241.6621666
2018-03-12,160888688653.47745,69985307146.27713,2237738052.16206,32501678276.675697,11247343.894203106,0.0,5703813864.632639,91011244.23821864,5551458464.808218,4442107715.56852
2018-03-13,156177221215.63092,68245214878.500916,2215546689.754734,31398659626.2592,10673766.043338617,0.0,5821720867.547898,87378844.64407429,5434578282.980709,4133182173.7555614
2018-03-14,155921695042.49033,67211282137.89535,2215409227.024266,30826633076.45515,11086240.79289364,0.0,5745183583.933478,92200690.61468081,5314245366.289069,3975046730.1936274
2018-03-15,140553335048.27603,59738408621.9634,2207921942.495388,27379877339.522915,11996277.112687156,0.0,5192598889.0353775,93468840.99869756,4619852220.834754,3408816351.259486
2018-03-16,141449655895.93512,60148621435.96764,2221353381.5466,27511420965.599255,11646898.982503338,0.0,4857255772.470365,86999672.81361604,4489597122.823677,3416811835.128476
2018-03-17,144184737078.2775,59712695037.709236,2217783784.83606,27285158110.404648,12150092.54225176,0.0,4720487462.286379,88766817.87850463,4364044108.275464,3490857658.349474
2018-03-18,136472702736.85979,55031620530.236534,2221065153.24078,25343589826.204475,11741625.189942881,0.0,4097517382.940725,88049032.73434037,3878891518.2569337,3181869122.8106127
2018-03-19,139102798580.5772,52938616457.57076,2209434032.530536,25845762016.56901,12079079.145186102,0.0,4045986534.749374,83108661.18952127,4074797782.23418,3319530648.65662
2018-03-20,146274523240.43362,54560292401.575806,2214400427.953896,28717349246.6188,11750514.839677684,0.0,5046357646.364046,77010453.02882059,4645385808.141195,3438523989.781462
2018-03-21,151135311240.4029,54486305509.98849,2227694404.27464,27526543117.7924,13136127.952360291,0.0,5282805381.305196,252385545.07816792,4945948113.8499775,3550014442.1086545
2018-03-22,151888445786.24927,55179662649.949524,2218825841.01864,27046936762.29528,14062849.974509096,0.0,5597186818.920311,243616900.63525727,4742952235.528832,3483200797.0689707
2018-03-23,147943048662.1316,52885690223.31916,2226894995.118516,25809969768.572502,14164459.013979025,0.0,5283296834.798735,250576572.12471694,4523072945.9641905,3384194523.083327
2018-03-24,149451318665.61404,52936241666.49759,2283547715.781206,24938950384.35078,13737840.609279668,0.0,4907672061.541784,256947331.32839143,4362389857.645435,3399822478.979129
2018-03-25,146022681302.7956,51114768972.69823,2288398741.4477,25121559520.06441,12783903.734507758,0.0,4903246900.005553,256318053.55964646,4370649536.417019,3304398807.4441543
2018-03-26,143623891714.18073,51114766847.01147,2288604584.12096,25102833385.18819,12672163.175031388,0.0,4792778941.808358,241461626.67734826,4469957946.001924,3367541689.865756
