date,bitcoin_market_caps,ethereum_market_caps,tether_market_caps,ripple_market_caps,solana_market_caps,terra-luna_market_caps,cardano_market_caps,avalanche-2_market_caps,stellar_market_caps,monero_market_caps
2018-12-12,58852767064.15517,9111391456.283594,2055901920.006405,12215030952.889633,3820743747.1802936,41608410.18722952,914570155.6769274,7488956239.904117,2140369839.8983922,704420771.810771
2018-12-13,59878323499.6965,9261188928.81479,2053482907.069265,12444768877.331896,3996883816.28734,40663011.67783665,941930102.1353782,8208051599.337643,2153601247.162453,727276978.8976055
2018-12-14,57318285688.441795,8913719805.958307,2049127392.6772015,12204504799.59126,3797038254.76521,41208047.93401459,903827129.4741586,8054269341.444115,2012509459.739695,677350411.2389245
2018-12-15,55998515509.38865,8696897485.61424,2065658182.369759,11774199963.56171,3673111725.425858,43578811.04952906,880783985.3278568,8366989077.629795,1858485711.8861237,640630171.5827981
2018-12-16,56171263934.47407,8697750641.337017,2055986706.4454138,11614715521.826195,3458196577.606995,39136340.5595382,861676702.4983927,10548149169.868038,1816875966.2838545,639363125.5634896
2018-12-17,56050483689.82096,8803144021.88444,2042314619.387589,11722261490.328615,3952457817.8285327,38524574.92518856,900504999.1701517,10389481562.412716,1837409109.900529,648709359.2145079
2018-12-18,61143447505.005135,9769901072.309902,2078166973.46643,13251262692.552494,4447942286.041741,37007251.038375296,1004878991.2148098,8385808708.773045,2080459549.6723726,714248708.124758
2018-12-19,63720433230.19886,10392925527.200373,2097996364.4540117,14171921169.491089,4849136131.610755,36934011.22645109,1074756180.6773453,8099073660.952508,2167713808.6801844,756667327.4404187
2018-12-20,64363548271.279076,10336785710.638008,2067237405.9753437,14212434652.549297,5060496028.96088,36851649.24930737,1085366192.4291987,9037986977.697996,2169133085.531504,753003638.0850705
2018-12-21,70578857837.00003,11865192793.01515,2062580881.0424564,15161220922.752743,5140859722.050636,36987780.640769504,1199835202.7557678,10664340640.457916,2372729770.829567,892930682.7803627
2018-12-22,67118181896.86795,11228235724.642712,2056026306.9764216,14504196617.269583,5229172252.453522,36855161.64325673,1258909130.372032,12821967384.440275,2264867166.3554235,850284608.2647147
2018-12-23,68846085704.00443,11930676648.438414,2086824772.347427,14597973729.318842,5115358904.3969,37425712.916078836,1293383283.2043924,13231808964.717072,2311983284.674835,837048867.1077297
2018-12-24,68680118909.38707,13420144843.953455,2068167684.436786,14948565151.309673,5287278539.188044,37288033.82323892,1361660638.459207,11789711523.225443,2393682197.207335,871663284.2226335
2018-12-25,70266326465.44417,14528137553.21583,2066946008.8996406,16596816211.777884,6076766593.933186,38466776.90359842,1413864024.6845222,11280897717.803719,2530699497.4608126,926299708.5586549
2018-12-26,65350104373.41374,13232839336.104912,2060284718.2792335,15275469186.631643,6459213598.5183325,36182055.92656962,1267316261.8678489,12579264876.925499,2285226364.576946,831907578.2265136
2018-12-27,65972460015.27494,13473635804.054379,2067085802.4608183,15259145515.584234,6143755028.531597,36088064.48991479,1259194587.0212593,14817271133.519575,2276039227.9072266,811517541.2538141
2018-12-28,62808667853.73499,11924339225.89629,2056263837.5365794,13692601724.80256,6677871480.251414,36749397.621218406,1160651701.2339704,15554926815.966244,2072785327.4457211,742918245.5811253
2018-12-29,67263083067.33795,13935614204.209122,2064938691.1037617,15059014736.113764,7244692415.792232,36589769.84132952,1271373222.431639,15030607675.637571,2281656883.567354,820352915.9120609
2018-12-30,66838758054.14169,14676638050.826061,2048421031.6895096,14868735706.887466,7238834909.900146,36124053.502143145,1305744091.5748289,15421192503.771208,2243583792.3291364,805854466.1645164
2018-12-31,66494185030.58888,14310166049.405546,2071214917.0616748,14832331451.769978,7509326042.822403,35731207.50087695,1328117219.6788132,12578040919.45685,2215814543.5783334,803035214.8552158
2019-01-01,64422635599.72896,13677300455.463268,2064549306.778545,14249680464.478922,7243681262.228849,40273611.248406,1261212381.9498465,12727023983.647217,2126692130.8794332,776560583.1717503
2019-01-02,66188448932.14009,14392313036.760887,2081768947.547985,14676635140.833633,7504132255.224255,36784617.1043775,1303853661.966642,16340411165.492401,2185682287.391427,796370626.941057
2019-01-03,67643304990.47443,15922214147.12651,2081332301.3271582,15133869936.188208,7668557969.184397,36547430.56027972,1391808205.6938677,16820595538.728367,2249996429.5570555,858349785.8925095
2019-01-04,65922288582.921715,15277722818.958939,2062404854.7085073,14441488490.569548,7477651408.251167,35975303.979721874,1307372469.3041666,16168283372.72099,2153019597.2782145,831392371.7519826
2019-01-05,66650769533.12984,15940848169.781616,2076194416.4744503,14496424116.249329,7124964901.168281,33779315.7355156,1345613019.4569228,15187635527.244879,2177304463.878755,844475058.3830155
2019-01-06,66070973627.255455,16018302447.242657,2068439244.9795358,14315013504.533316,7510746946.813054,33441824.526326217,1374212784.4979184,14764401439.831333,2146778348.0168285,839245213.268192
2019-01-07,70084169300.15211,16115376656.500986,2076417540.2935908,14789291600.76397,6847726667.985529,34991120.69671602,1507173809.5645516,14743177027.318073,2293553061.407038,916096967.7300024
2019-01-08,69602133073.71902,15614190928.600574,2070618243.218575,14762623132.969643,6763365116.21136,35641037.15794296,1475778727.0006564,13676104903.434572,2347034029.100712,885637271.2913799
2019-01-09,69418693910.45465,15452130779.24307,2066962684.5225656,14788107342.618557,8839759827.800987,35346604.72707369,1493527571.9272435,14324823284.54708,2343150822.5898113,880180557.3740381
2019-01-10,69609283899.19995,15516781022.69595,2068319295.3167925,14993887227.395033,8636876765.15214,34580237.54108103,1597721781.873208,14651539302.696323,2346688106.1014967,865591524.6978264
2019-01-11,63326376681.34885,13229569871.910849,2076503785.0054383,13510760656.19224,8638723481.256248,34943525.04009575,1364905851.8941762,14876022399.700403,2062011475.1525528,753915380.5871687
2019-01-12,63121578243.94881,12975985683.226751,2074761286.1138682,13425186803.396797,8840620046.282288,36258110.83361363,1345475396.1491845,15252309342.303717,2008575954.8461375,762171452.2642924
2019-01-13,62924488425.99548,12909473758.745958,2065187828.638456,13421281192.901644,10546870753.411224,36335406.44129153,1340199998.9334278,15216109173.08606,2015814359.282626,745451150.5558419
2019-01-14,61050348901.5798,11970884149.01689,2068137631.37113,12882801188.973438,10009570403.266832,35185211.43960999,1228609037.9676828,14383469171.810566,1945196323.4314096,716964645.3032877
2019-01-15,63758350560.63251,13312835355.826275,2068116971.6723764,13596992392.167492,11122055713.48721,35128602.11567503,1349921731.8845065,14299978729.636755,2065841818.3928685,757599168.9457102
2019-01-16,62348810149.49811,12511274618.87375,2063760229.0413232,13250399888.87465,12948847195.888565,33756638.7588197,1312610496.9720254,13253723153.972183,1994037466.9206214,737795449.5984899
2019-01-17,62969304894.27945,12790017531.356869,2065124095.783232,13440666466.868021,12053853291.95677,34494871.424247935,1373439554.0270956,13398972647.350878,2023649877.4819422,765791038.0962949
2019-01-18,63320099663.395294,12732832650.46048,2062694616.6790762,13386850948.18767,11730117463.908833,35031598.388197154,1391343341.6047573,13299755690.813124,2053416289.3518941,752774785.0144461
2019-01-19,62898826371.85565,12441677743.686483,2060491672.5368078,13158726687.538002,12162250490.154093,34223995.773985334,1360373389.2831323,13396743295.616713,2013447632.227416,743599661.4457402
2019-01-20,64269861567.8863,12841756778.277468,2063763958.6756368,13440395811.46948,11521025311.458416,35784887.34393478,1403904599.9661992,12472147306.853552,2041622616.3350673,760172711.1233302
2019-01-21,61969431896.71978,12288060353.539341,2058659681.7567708,13011477628.847239,11625206342.893156,37014710.74403043,1336300026.6140635,12117207625.43905,1972101674.7153685,730061123.8819089
2019-01-22,61784404483.04622,12103985769.178844,2061371005.4595113,13063342082.801643,13505629296.647703,36837081.608897634,1323846308.840479,11953029331.733408,1956266778.122597,730545463.3670323
2019-01-23,62482350133.95662,12313725371.510918,2059929315.2865462,13038285033.526447,12731441940.852583,37141630.46553949,1344851595.9029243,12165006928.489378,1956348873.8744104,757693255.5228518
2019-01-24,62216525710.040085,12169120160.834082,2059407517.4610245,12914976704.160997,12596937422.591501,37321420.986400746,1326065623.4858377,12371290774.812128,1932738540.0019083,745159300.2263999
2019-01-25,62397665388.19675,12153158417.51909,2057061191.7614546,12951257563.418509,11695753640.918264,37062302.48761813,1329785868.600041,12408030697.720098,1936130085.1846063,754780735.0868263
2019-01-26,62386316357.47355,12040473330.175814,2056945928.0523028,12880172477.973282,12196654588.937687,37257767.007601954,1318405189.4666877,12766836861.531765,1917013864.229289,770884125.5425161
2019-01-27,62374968460.904976,12061900817.036028,2056611610.5701642,12873766718.758944,11848638343.099876,37902738.236672394,1319310449.0036666,12353993839.620455,1889412044.3805017,755545615.3571486
2019-01-28,62192208387.693,11774157608.884583,2060102767.3196168,12647626145.279543,11736620149.519144,37643973.54144769,1272424761.133311,12190231926.139927,1822049264.158717,772627615.1215304
2019-01-29,60087154448.40433,11010938397.321363,2056914823.222037,12070520515.381594,12483159691.847982,38250814.260243505,1196276165.4625423,12550121559.573084,1650437860.257227,722047149.8458145
2019-01-30,59768195291.00078,10955187408.251522,2058162282.3102343,11798293273.639153,12070625546.32745,59459487.03371185,1181459627.4495773,13168643654.780025,1583635710.4982796,716904620.2627325
2019-01-31,60555372963.791016,11329885765.71566,2056125613.0258608,13165745045.173086,11724389834.30516,58086553.07918074,1226333484.6458025,13500244116.543762,1634187336.7886078,730611289.6391488
2019-02-01,60101226569.37371,11125649845.205639,2057052051.8271868,12697870804.593693,12215743859.11548,58112925.749079175,1187186855.6870704,14471876889.852657,1565273203.0558813,721401952.7216717
2019-02-02,60678990333.1717,11200980015.417768,2054695928.8235893,12621802467.167784,12440648899.351025,58972100.606528714,1204019830.177881,14502255493.652493,1580362246.9358635,717720381.8131262
2019-02-03,61071179758.435844,11387807226.075611,2054232207.880551,12690762920.427702,11096669650.829687,60211633.21152915,1207406299.982895,14189588600.350029,1578110915.6825364,705433320.8776627
2019-02-04,60524138032.473946,11229439070.409464,2057661846.2949367,12420957857.546078,11689352286.167381,61423499.0012861,1185975550.274145,15362424987.78263,1544814484.3848426,712874241.6740298
2019-02-05,60723961265.783615,11267355154.846409,2056423997.317251,12318981576.56354,11799908298.851982,62422695.6481173,1180880829.111025,15231945902.031343,1517108163.8222568,717473634.4891038
2019-02-06,60825168548.915,11245947689.319769,2059174017.4397101,12316475295.97821,12808567896.878407,55302201.10972583,1181114979.6526527,13638439844.204561,1484990025.9454157,718535575.2511904
2019-02-07,59682137962.35292,10959290841.797949,2056763122.2839253,11901512124.32993,12904194705.374098,58226245.86610046,1142636303.3233032,14182810435.812035,1421842211.440462,719548453.114819
2019-02-08,59482397752.99235,10923364917.939417,2055893421.0547292,11949211960.815048,15371663655.587006,58947926.531798966,1133031277.2385428,14263317492.29797,1424445280.502858,719814151.7422614
2019-02-09,64226481382.1611,12490351594.278725,2063218010.9849248,12750124566.529068,9921711894.075151,58650946.034613,1267268709.6890569,13716324771.049704,1556828971.8097444,797383315.2648433
2019-02-10,64286029202.05369,12520670865.692413,2059394220.2353392,12778025493.495745,12171270499.157091,56952115.4942332,1281077694.0856955,14156201089.398258,1549268258.8768566,811388819.7559457
2019-02-11,64439836442.25577,13087985837.282696,2060813517.2957861,12665573211.52443,10430110171.295877,60277681.337725475,1328605791.9386418,14232109159.504679,1531589552.5111833,820673578.8977283
2019-02-12,63670312531.29947,12680390197.310715,2057334897.9263623,12425484305.535395,8668570148.20386,59324139.594089694,1295626365.1407132,14909325395.638376,1483186458.568301,788625551.0260046
2019-02-13,63712841387.27635,12845310573.797472,2058607949.1409292,12518085053.862162,6741153859.711209,68865757.10182592,1297644168.2918518,16546910490.83531,1479153692.5146801,806725533.6031506
2019-02-14,63267872020.65663,12793730452.297075,2058629803.849526,12468633883.24942,8456340961.644993,69359492.10046074,1277040026.066414,17124642880.86739,1460852257.8197587,815366767.9401417
2019-02-15,62991824523.89914,12668201016.366795,2057944821.2222755,12352693520.45647,8200361459.252724,69118580.28260238,1257061956.9027617,16432498024.949331,1458352845.0631793,779266371.9422673
2019-02-16,63165603231.85129,12742765419.399738,2056688196.8095427,12373107746.476965,9637728345.153328,69232762.64244021,1257893520.214741,17228237584.40511,1515318705.0000112,783841695.3376435
2019-02-17,63547140519.07759,12903776985.469166,2057497032.700683,12370806148.557484,9223068939.871315,68580723.97879606,1275741866.8911092,19359272314.11563,1499272752.5985792,782192489.400339
2019-02-18,64383522064.40136,14098327882.16335,2055359684.4566305,12476018298.173288,7915741496.510311,68818805.80707444,1295427858.389718,20137026255.442295,1527853100.4685767,795190371.800017
2019-02-19,68147457622.522125,15243928177.166456,2054056482.1618903,13215662884.045328,7555682949.616899,67516620.74645858,1411237248.6406424,19650192435.621544,1599903749.4661522,858060585.2902845
2019-02-20,68719418872.04398,15072819715.874296,2056870928.2897987,13281393663.775656,7786190305.535411,85411804.32642157,1428090828.5013225,18599184304.126556,1714201312.680027,859899884.0779748
2019-02-21,69790459105.50142,15611440200.106087,2058804569.6442947,13691846452.729155,8921358871.643251,85462843.20152718,1472648246.507061,19382859301.237686,1750394568.3964684,865682549.2831903
2019-02-22,69059468752.51183,15225793598.680445,2058000144.164095,13219206980.886202,8466375153.864945,87388816.8567667,1394761720.8979893,18684893067.20198,1693469202.267397,824660070.6249212
2019-02-23,69748877117.19371,15537602228.061953,2061101903.1792564,13300858353.265532,9317118424.38306,86140289.81137216,1429215107.7913744,21495929416.360653,1738198229.0874698,856149887.5293188
