date,prices,market_caps,total_volumes
2018-01-01,0.9576058280146803,7827651.892659198,92672667.43447028
2018-01-02,0.7847113148208426,6173607.678345317,49458692.875223994
2018-01-03,0.8759944068917709,7269680.447445141,37821009.955602355
2018-01-04,0.7867121945458646,6302364.150584625,19579214.89293177
2018-01-05,0.666673390515131,5306221.06575891,17523533.049867075
2018-01-06,0.6376210673084666,5114653.932636794,12659541.408408837
2018-01-07,0.6923331250859114,5505929.486978686,23132895.9095158
2018-01-08,0.657449398309544,5348323.975349362,10227034.752456626
2018-01-09,0.6769721852162044,5423066.285864263,10199318.163159857
2018-01-10,0.6094358389483635,4844617.211182358,9789186.730548004
2018-01-11,0.5347904942320182,4285479.154681022,8763891.031037511
2018-01-12,0.5728269210770057,4591546.761226098,9610841.993019182
2018-01-13,0.6848872198147996,5446538.173850838,18146790.14448149
2018-01-14,0.6217032788666345,4909586.999036558,13659849.485801896
2018-01-15,0.6227650900853694,5027193.620409137,8959427.13964603
2018-01-16,0.6470903181859691,5173619.233465031,7324961.274114759
2018-01-17,0.6398628040694914,5137791.330825961,8493459.048447348
2018-01-18,0.5683154806973284,4616001.375155629,7534010.521157354
2018-01-19,0.6574283212299112,5283691.351331575,7387289.032147021
2018-01-20,0.7411890135877649,5897415.537215416,8964597.270530097
2018-01-21,0.693089721323073,5635423.505964131,5182978.537733341
2018-01-22,0.7169539321663891,5735879.899599453,4174109.6429038513
2018-01-23,0.7124378933182761,5669404.169981707,3457574.5570013877
2018-01-24,0.6866098174679662,5486412.385664286,3375393.730010124
2018-01-25,0.6728297405546847,5354861.583908894,3467483.256730908
2018-01-26,0.6503081490988862,5195811.6286706,2903980.8568524625
2018-01-27,0.6194003582280405,5010066.054780242,2715223.2877061805
2018-01-28,0.6089398899298076,4874818.721855924,3385522.0174709754
2018-01-29,0.608939662026112,4827334.908169065,2493703.55942783
2018-01-30,0.6017917957668725,4816707.909418276,2126230.1519960337
2018-01-31,0.541777928609612,4324416.949285259,2370841.7230691817
2018-02-01,0.5139234956267317,4171226.2991002905,2113480.526002199
2018-02-02,0.5333426539131136,4266741.231304909,2182277.4116870984
2018-02-03,0.5533191018747785,4413742.897500913,2337721.3827509126
2018-02-04,0.574281421724847,4570789.918376839,548910.1111122454
2018-02-05,0.5564341957677822,4432087.508991812,1837728.914580343
2018-02-06,0.5989661106774994,4752035.386171752,2286736.274938201
2018-02-07,0.6159337448626931,4898008.357759836,2950437.821089827
2018-02-08,0.6477344448774962,5213969.633802138,3280890.995949265
2018-02-09,0.6219357513498963,4996233.199332481,2375972.6144311675
2018-02-10,0.5795859352817158,4629608.829738474,2306268.656301432
2018-02-11,0.6055660983994974,4853042.594897839,2791803.410911919
2018-02-12,0.6149832258209792,4919865.806567834,3449950.8698416166
2018-02-13,0.6082201706733519,4866957.615424991,2624526.4581755586
2018-02-14,0.5465741722754689,4374843.160369413,2831384.6236669393
2018-02-15,0.6022304108336682,4809730.17960867,4453912.36455054
2018-02-16,0.5731399463825178,4598505.351008801,2703457.5841550757
2018-02-17,0.5884004926151261,4715158.090275346,2545885.09382515
2018-02-18,0.5721700884660958,9366383.783941554,2654599.496858454
2018-02-19,0.5774323126967125,9427078.266084636,2051249.6504508469
2018-02-20,0.5858132380721703,9591470.33610501,2439529.3289575824
2018-02-21,0.5756770028863081,9399234.951485896,1936502.3610925872
2018-02-22,0.5789755237865244,9424972.586161828,2232352.346863049
2018-02-23,0.565814320391003,9310563.109433705,1384105.1497734163
2018-02-24,0.586205470714686,9614805.94741188,888236.6647254211
2018-02-25,0.5867553687536804,9543805.262487222,863889.7763493777
2018-02-26,0.6569611049457513,10747702.95638117,4253926.368138953
2018-02-27,0.6254174646400334,10180036.835310562,1644975.9479360643
2018-02-28,0.6193745553415636,10138083.793723866,778127.9330190483
2018-03-01,0.6676807419152483,10913789.386770498,1450401.0511809927
2018-03-02,0.6554185232956307,10726797.093153996,934660.1510810163
2018-03-03,0.6503617499580121,10648020.65447342,1145633.2872963657
2018-03-04,0.5719983046317773,9341515.406268213,1164520.213589104
2018-03-05,0.5933564822995189,9722321.601662131,962192.2023448921
2018-03-06,0.6088102028493066,9955797.604756866,753788.2633049818
2018-03-07,0.586183105523133,9583560.125035353,915552.325663399
2018-03-08,0.5703312716454458,9320494.000741212,1052111.2592694547
2018-03-09,0.5850988389924333,9519846.38912149,679085.216200979
