date,bitcoin_prices,ethereum_prices,tether_prices,ripple_prices,solana_prices,terra-luna_prices,cardano_prices,avalanche-2_prices,stellar_prices,monero_prices
2018-02-02,9070.55544937356,1021.2693786534147,0.978577,0.958196,0.5333426539131136,1.7064789135096643,0.41192005156171696,4.26258566547734,0.4491160582128444,241.30406625905266
2018-02-03,8830.16351005472,914.6388425021536,0.989437,0.896766,0.5533191018747785,1.6991583468756104,0.39990284748947247,4.189666942085328,0.41142989424156307,235.47398139050563
2018-02-04,8994.91486607664,941.8032295185238,0.999372,0.919951,0.574281421724847,1.8535165399366227,0.448042724772298,4.131025010075838,0.4340158562617171,246.86241108102664
2018-02-05,8315.51749143615,834.8891703333355,0.995898,0.840231,0.5564341957677822,1.7407907969434395,0.39506509860605493,4.151182229295094,0.387209488137675,223.62652173403222
2018-02-06,6852.05270051491,684.3133397266745,1.01066,0.692773,0.5989661106774994,1.7360580948385473,0.3100116180114175,4.132092090719307,0.3129334425886966,179.27708531560475
2018-02-07,7711.2203289411,785.7389155049871,0.995519,0.779269,0.6159337448626931,1.6715008724871325,0.3599758232654266,4.066853657222082,0.3641751847947185,211.03977589318285
2018-02-08,7611.61027778882,751.8878893661607,0.999616,0.732428,0.6477344448774962,1.6339704898541894,0.33025486846696983,3.782075122627534,0.337531448209492,208.39995373777415
2018-02-09,8208.57208449673,807.8227505154956,1.01792,0.777794,0.6219357513498963,1.586629308513413,0.3423716700897969,3.723757370409702,0.35128333245080157,246.49749335272426
2018-02-10,8650.71675042998,871.3268829432668,1.00169,0.929139,0.5795859352817158,1.5764353092609262,0.3772460072631502,3.6379025146101838,0.3886940376397198,256.40641622825046
2018-02-11,8574.67763849023,854.3498784217315,1.00549,1.08609,0.6055660983994974,1.5645844478610678,0.384454867565513,3.6877924672575046,0.3919917216231799,251.989788043557
2018-02-12,8168.63777979963,817.2905243571003,1.00667,1.0132,0.6149832258209792,1.573795468178742,0.3551576922387197,3.6239143497049278,0.36568161412582434,232.73692671292196
2018-02-13,8911.3985742083,862.7487725902944,1.00146,1.09286,0.6082201706733519,1.5646492825727991,0.3719208342226599,3.3207164787496954,0.38812730828227543,248.01845151200885
2018-02-14,8518.26907619091,833.7791837295838,1.00366,1.02514,0.5465741722754689,1.551450044889391,0.3547574424696075,3.183540906046702,0.3998981028082993,233.7635100626377
2018-02-15,9428.02560716167,915.0765430188819,0.997587,1.14767,0.6022304108336682,1.7209445311904885,0.38574353026605734,3.3619032561675457,0.4477651087654992,271.9489490718044
2018-02-16,10112.5801434467,928.2935214045194,1.00112,1.14836,0.5731399463825178,1.673723688083375,0.3909104389882274,3.602302501982694,0.4459853363752982,303.97568684638355
2018-02-17,10155.2770555258,934.6767104527537,1.00225,1.14125,0.5884004926151261,1.6571032729789537,0.3907621379870917,3.422974908967325,0.4504669280736364,292.9088266761564
2018-02-18,11006.647685962,964.2765079107337,1.00623,1.21041,0.5721700884660958,1.7898125900710233,0.41475537686890657,3.450565132660549,0.47335213618528743,324.6411867470047
2018-02-19,10523.429305801,915.0920469360246,1.00329,1.12868,0.5774323126967125,1.7192603535176103,0.36880412256656936,3.4123283379658065,0.43575740853205397,301.6875931406402
2018-02-20,11103.0900361497,928.2902425457683,0.999762,1.14499,0.5858132380721703,1.7021284789656486,0.37366498315990676,3.5789975686617974,0.4446159457756268,315.752749158009
2018-02-21,11502.3770496396,902.9690554385094,1.0006,1.09852,0.5756770028863081,1.579593918831176,0.35618085040087505,3.4938463799540425,0.4043530132252813,309.2776451944807
2018-02-22,9973.59211951887,809.1296597083212,1.00128,0.949136,0.5789755237865244,1.6438352797409659,0.3154844158276566,3.426295916532368,0.35256353882139163,283.3815064524025
2018-02-23,10032.863112314,812.4468626177468,1.00319,0.95568,0.565814320391003,1.6394694590515038,0.3173495150371504,3.6887378553935615,0.35310305365832234,286.8002667949038
2018-02-24,10301.883609336,864.6697536212578,0.997796,0.999782,0.586205470714686,1.5901579805439845,0.32549417709221845,3.4982859459558204,0.37108243565797894,286.96723845138854
2018-02-25,9742.62819006538,828.7233989886703,1.00595,0.949314,0.5867553687536804,1.569062718814477,0.302825129036927,3.545961291931629,0.3448897373184391,269.50289242959894
2018-02-26,9699.51718151529,842.6280247519165,1.00504,0.95122,0.6569611049457513,1.5464980089981382,0.3320578669828895,3.7017809793470122,0.35412880780520223,279.7170461915934
2018-02-27,10355.5781264856,863.6502752378826,1.0012,0.961025,0.6254174646400334,1.5453348132609839,0.32859065924094755,3.8508211859100037,0.35868137208060763,295.70793049533677
2018-02-28,10709.3884310463,869.2632438249697,0.998792,0.953311,0.6193745553415636,1.6064149579201212,0.3300885506885125,3.7587164230020442,0.3580755523670208,303.5079883780986
2018-03-01,10346.664931035,846.3652117960792,1.00189,0.90914,0.6676807419152483,1.6134986968761305,0.3058062343297469,3.639452035320714,0.33346030190194553,284.56237360156905
2018-03-02,10859.5521943893,855.6787797305122,1.00063,0.931663,0.6554185232956307,1.5915747036700427,0.2998293451647896,3.708675367606913,0.33506165731264603,310.9334672870717
2018-03-03,11098.0758092511,850.4429895810156,0.998889,0.914247,0.6503617499580121,1.6216469458508243,0.2914111343427157,4.014871800511429,0.32112599337089,344.8688071329691
2018-03-04,11356.0416016724,844.2552535175925,1.00123,0.904932,0.5719983046317773,1.581550461702444,0.2897399328539955,3.8951162009179288,0.3391877477829927,354.14877002899965
2018-03-05,11286.6762891691,843.7565763098702,0.996547,1.01533,0.5933564822995189,1.5624123850062726,0.296097287595342,4.070758681119089,0.35414731794118476,364.4556126387441
2018-03-06,11526.4209302906,840.1509954642488,0.997801,0.957767,0.6088102028493066,1.5503974888563885,0.29517408599932904,4.257054136764098,0.35343328604382135,374.38311567542854
2018-03-07,10727.716249205,808.4491332246333,1.00069,0.916863,0.586183105523133,1.5158664471306793,0.27834281537457284,4.040355334481183,0.3322126980299308,345.60801033009915
2018-03-08,9999.68248604677,752.5931712474129,1.00298,0.876384,0.5703312716454458,1.5229833051046835,0.24457187822296733,3.531787898047006,0.32818267181646127,340.5332422980153
2018-03-09,9420.85488958591,699.1898984866136,1.00321,0.827276,0.5850988389924333,1.5574277486613155,0.21573889645183913,3.60239361115469,0.31118554786248914,278.82084604704113
2018-03-10,9276.33759031006,710.8916532666208,1.00169,0.845867,0.5818481709972113,1.4866422647198445,0.21124978226718655,3.624877983365333,0.30406600111059245,279.1770605807809
2018-03-11,8890.86580399612,684.934340074043,1.00251,0.802784,0.6199980008389199,1.534640254600455,0.20501892019922235,3.700930282082298,0.2913350068497293,257.3708238133131
2018-03-12,9512.45611286134,713.1953300017516,1.00929,0.831416,0.6860916859440122,1.4389045743672986,0.21999453645458505,3.675294845817628,0.3001044448698374,280.9024905979321
2018-03-13,9232.70587979953,695.3142030222126,0.999281,0.8032,0.6445979846649201,1.4094544959804507,0.22454217722034178,3.567487254757791,0.29378587221845015,261.3050828872478
2018-03-14,9216.53097626842,684.6415843660401,0.999219,0.788572,0.6727477930583199,1.4329975753349125,0.22159015518213107,3.759990960267427,0.28727695060630554,251.24905531109465
2018-03-15,8307.22338626638,608.3931488499501,0.995842,0.700401,0.7271729644769215,1.3894604861854345,0.20027711504949422,3.8179467481668072,0.24973951055192264,215.4124268297321
2018-03-16,8359.36528334063,612.4435397197692,1.0019,0.703766,0.7067336276588002,1.3953825746528277,0.1873430230133917,3.56284745212329,0.24269818033603402,215.87117947960215
2018-03-17,8520.00815917187,607.879487479319,1.00029,0.697978,0.7362452622406327,1.4005066533651849,0.18206790679910398,3.634295330337526,0.23591104453977252,220.49725632682538
2018-03-18,8063.4097921227,560.1094330840288,1.00177,0.648311,0.7126894105564204,1.3578113214285885,0.15804012169192813,3.5953341401471794,0.20968471946314687,200.93405484870362
2018-03-19,8217.84219996114,538.6905900543026,0.996524,0.661157,0.7407208653820945,1.3767211353416742,0.15605259100982408,3.3816963156921664,0.2202750001682906,209.57806467171613
2018-03-20,8640.52143024258,555.0775482373977,0.998764,0.73457,0.7133553688193407,1.317336150834745,0.19463663042717663,3.1374667910891123,0.25111979316520916,217.044183081722
2018-03-21,8926.82049620007,554.2098259834895,1.00476,0.70411,0.7987604659546775,1.3328986893215653,0.20375635471668324,3.2748796137271183,0.2666433668874521,224.0279147811789
2018-03-22,8970.31790627893,561.1465342247278,1.00076,0.691842,0.8531268842862817,1.325733119143132,0.21588196054455117,3.1586794578042996,0.25569938699306743,219.76089885095402
2018-03-23,8736.38576909829,537.7059724380829,0.999939,0.660199,0.8592955544373364,1.3002701528939704,0.20377530994314505,3.2531835970191407,0.2438453541050734,213.4671027614916
2018-03-24,8824.59283177853,538.109029163154,0.998429,0.637919,0.8324592358815799,1.2519434079137637,0.18928756545591438,3.3401362124739924,0.23518269059139554,214.40648957694376
2018-03-25,8621.15079225785,519.4855998398031,1.00055,0.64259,0.7746114788082067,1.2936835874287995,0.18911688818908837,3.3227025797264873,0.23562797790308104,208.34102112509325
2018-03-26,8478.63819558905,519.3780445915389,1.00064,0.642111,0.7674704652113047,1.2882817081977767,0.18485616933790586,3.136320655695538,0.240981828738078,212.27465534812399
2018-03-27,8186.19606281355,487.5396120553992,1.00273,0.600615,0.7811871083546776,1.2935625463928262,0.1678051228600666,3.296625986181793,0.22856661022240526,197.25324943637898
2018-03-28,7836.76304425289,449.05225249207564,1.00647,0.579457,0.6921876621707542,1.2760102188554436,0.15567516111215665,3.3415414550250753,0.2166993733628062,189.05142182340646
2018-03-29,7930.77954092755,443.9491009578748,1.00172,0.578339,0.708409297313418,1.2752718817132107,0.15990271243968826,3.211690680339498,0.2184960948784558,198.8852734089553
2018-03-30,7126.89519256736,385.32709566886405,0.992949,0.512946,0.7534772552866666,1.2554148633114985,0.14625632486959209,3.406337310202563,0.1908228248931302,177.15119049566215
2018-03-31,6897.26857786945,395.32626329061816,1.00063,0.509616,0.7956141684819489,1.2430460721111802,0.14672090061322438,3.4678194034651715,0.18941229801034085,173.21387543719138
2018-04-01,6975.27531402076,395.79638095782116,1.00069,0.51199,0.8504783390765865,1.171078000793286,0.15553196120838061,3.309575879212005,0.207794066119451,180.1851999126979
2018-04-02,6836.57232729678,379.1235134110076,1.00329,0.485634,0.9136373735709605,1.1492178589445927,0.1516447663657668,3.1130467067200276,0.20741110006891036,175.88560568902207
2018-04-03,7080.41723231299,384.8259822881638,0.999559,0.499772,0.9215341890095095,1.1093650276412894,0.15650316859491217,3.0912137574002343,0.2255495780156648,177.982206635055
2018-04-04,7464.35609406668,415.7162339703384,1.00064,0.560281,1.0175269375576679,1.195265485937306,0.17286210266382487,2.988403330278243,0.23659159378047323,190.15788651800236
2018-04-05,6845.31597826858,380.28195959120734,1.00017,0.502687,1.1787532874584385,1.2128613323410098,0.15569240193401918,3.107804372682705,0.20476777244530167,170.7854668475819
2018-04-06,6855.42230460675,384.46448544618835,1.0,0.498358086117181,1.1483561946452148,1.13408803976034,0.15018647011781366,2.951741662508668,0.19857725571123197,174.05635539649353
2018-04-07,6628.75445585626,369.9138976693199,1.0014,0.475235073686693,1.2935475055510521,1.2756060223590109,0.1443869833475578,2.927143649230784,0.1935839581577787,162.03471567798672
2018-04-08,6884.47723505995,383.44636088273523,1.00046,0.48796101525009716,0.8689184704805727,1.281558993565012,0.14813151681847894,2.915339321806199,0.20168039254586345,169.64105235237227
2018-04-09,6984.8089659738,396.98175550697044,0.999615,0.4991247346125835,0.9818241501710889,1.3946244116442255,0.1562199153361142,2.949404426593608,0.2053446476700732,173.3026182989973
2018-04-10,6778.4915700774,398.77335502107474,0.997554,0.49243672165957736,0.9673182706042267,1.3015477379846545,0.1532177813959485,2.9234883703900008,0.1975009943564411,167.1305827602606
2018-04-11,6829.31650379539,412.6893456266917,0.998841,0.492965904546552,0.9224383437804942,1.3153152789022002,0.15645861653266155,2.9140658167284226,0.19952948977523094,165.79715132619916
2018-04-12,6925.10199547663,427.3849460078481,0.995092,0.5403846415674554,0.8730589788162091,1.296908241710094,0.16581090224514816,3.2067767178511386,0.21242135879461282,168.2658906739213
2018-04-13,7836.39699399927,488.60548934434905,0.9998283640746356,0.6252226794383534,0.9763920314535465,1.3108811152448567,0.21285054905675554,3.6658404034984597,0.24054300657807823,190.36962330080942
2018-04-14,7845.75284010594,488.99218126708564,0.9957125486792883,0.6350362834715515,1.0447246666635182,1.2832495769251766,0.19893245843277063,3.5011306390731107,0.2446637517072818,188.35704217435054
2018-04-15,7897.71993085806,495.11291363236046,0.9988122436663942,0.6309482496476118,1.055806292137335,1.3139008112727084,0.1995465773527809,3.4604217647014117,0.24902007997582118,188.59987666645787
2018-04-16,8258.06708369755,525.5274445398754,1.0002910185606735,0.6798732655156434,0.996204458635239,1.257213481096027,0.22105538551375975,3.515633280894971,0.2896855886857183,199.05666813507943
2018-04-17,8030.99926195254,507.11031309582995,1.0006716144914527,0.6630442960055803,1.250866425449966,1.2945129684384575,0.25620473240326014,4.291884561102384,0.28440897296648243,193.84375334902774
2018-04-18,7873.63551010255,498.46700764950907,0.9981573496998144,0.6565748513426256,1.597026052950196,1.2232660885653512,0.24346264127594142,4.622471683302943,0.29966729292887756,195.1463865866482
2018-04-19,8097.41823310301,517.3740431959737,0.9998616327779247,0.7053496440989777,1.7769558120449132,1.1839991397559992,0.2605175569125585,4.490586485081188,0.35197207364144084,227.67203405110314
2018-04-20,8277.46063916253,566.3920838512778,1.0005132586722247,0.7899012376166655,1.7839631352797094,1.167974858037653,0.27251094301192574,5.808799404644824,0.36669458133589716,238.79628948437372
2018-04-21,8499.45000871487,590.27192246768,0.9997819775990956,0.93038518462274,1.6571919291258759,1.230245768024466,0.2943787679831131,7.265505432305608,0.38270036901671517,253.75215837780547
2018-04-22,8878.42826029723,600.2596767733208,0.9999889533875758,0.872205703050071,1.688418732306239,1.1693559636927164,0.291419684042092,6.59681401377156,0.3745929571986406,256.99303316945327
2018-04-23,8769.01199947348,617.2024078855728,1.0026592971630954,0.8692469938830634,1.538097031663773,1.157567588132919,0.2842078073784546,6.495361999451825,0.36675919963220693,271.2286301283787
2018-04-24,8881.39170434545,636.3671638965957,1.001375744829374,0.87502474491746,1.5331373954293075,1.1372035270530694,0.2876005132930135,7.752237665310813,0.3710565904775838,282.67664274409026
2018-04-25,9716.48975733072,705.0276448443027,1.0018936953287871,0.9401980864874295,1.7460156741727715,1.1516449761038798,0.313285804426131,8.470867268951869,0.4012380763469829,295.7264802748457
2018-04-26,8825.2025000693,613.7267252906634,1.0008864360542655,0.7953002558454108,1.8003636805602121,1.1693422480350881,0.2698223219239078,9.298271816908075,0.3380302850774662,257.18496115433874
2018-04-27,9221.86802618436,657.0577934851548,1.0004195946359566,0.8515961170691477,1.897307254698148,1.1720438573748917,0.29353815622000723,9.356116878609232,0.386589191700804,267.7099901989602
2018-04-28,8940.38112200719,641.9936056225328,0.9976153396961952,0.8136501615907,1.7611833194175444,1.1566033788520316,0.28930349913622366,12.92680115690824,0.3902420686265395,251.34498023083663
2018-04-29,9249.65952508923,672.5969368274542,0.9990612770135986,0.861026768377713,2.2019224919095755,1.1526971705782596,0.35582330699036724,13.125604047616871,0.4252997716972888,259.1344986537608
2018-04-30,9325.62885104679,680.1204953886593,1.0003177691598195,0.8706406027493231,2.073120413084232,1.228637846013196,0.36305017713798343,12.691775399963552,0.4549302869015243,255.32664437114445
2018-05-01,9198.18950997327,662.732735837356,0.9988079548222335,0.8353429408829374,2.473401784088845,1.174333568904572,0.34119557382647364,11.797484791543022,0.4228600457762929,240.88072582511555
2018-05-02,9024.3875117766,665.2257861413076,0.9989892195864863,0.8373001268002688,2.659002831147767,1.1614452111648628,0.3563453648234993,12.572961540535081,0.4366932585335264,238.6807558345803
2018-05-03,9122.65301383019,676.5525639388837,0.999034699055493,0.855396090439297,3.135883738986437,1.1329128130348787,0.3694644800006757,11.34968688854791,0.4359635384879856,247.78416216877352
2018-05-04,9551.13518381566,781.4257804747286,1.0239439329625994,0.887598644589682,3.264869117899598,1.1609975826515622,0.371949748180423,12.694700045733684,0.44137218027314556,242.48263570532637
2018-05-05,9634.53822597227,777.9076470179848,0.9973922722019085,0.8938443947004426,3.7413879301300477,1.1484867915518766,0.3587821424432725,12.868331874504412,0.42840052744185325,240.82488075883677
2018-05-06,9766.24448548887,807.0673291637275,0.9922094505325346,0.9041918053424821,3.733675412574768,1.1133079875926362,0.36531319109779264,12.444290007408927,0.4293218979013103,239.8568499619085
2018-05-07,9583.87174550137,785.89274351052,0.9924885759626367,0.8715255463137187,3.417497219987532,1.0914499605848937,0.34903139031495944,12.219640149155907,0.4112350719442078,234.99538276387918
2018-05-08,9308.26502572185,748.8131413938073,0.9985963659994862,0.8313793091170872,3.173195437376957,1.0618264251722933,0.33428333100258556,12.205471826555264,0.3952118950522898,232.6179230146727
2018-05-09,9149.51783314723,744.3248257193555,0.9989295809834556,0.8122589941124547,3.3852267282077353,1.0601644257472378,0.3218179391155529,11.194522039800024,0.38223801082590875,222.3316694559211
2018-05-10,9248.96039558449,743.6398157399032,1.0008221982543084,0.8002862741916879,3.103088944314995,1.0540967653001916,0.315994256595777,11.994562732932318,0.37505291571877225,226.34665098877193
2018-05-11,8969.94037574258,717.4128743633592,0.9994011946621236,0.7555703576735637,3.331062075226566,1.0578514414236246,0.29529566918002337,11.587885361155436,0.34902746052756994,216.35510556480284
2018-05-12,8405.5605632418,675.2917525022057,1.0027097210763574,0.6861705452686968,2.8961310680437595,1.0426424897065691,0.26128109940340793,11.962179984022768,0.31352733866393295,198.01233284052637
2018-05-13,8480.58037612559,683.1702676131072,1.0060821479819089,0.6978208341001307,3.2065025821939535,1.004322677576786,0.27120094460262484,13.469297821352306,0.3605871309894523,202.2360325758094
2018-05-14,8683.9862031429,726.8719105255797,1.0008624578925043,0.7458698874391296,2.9331894135899335,1.0444031449197202,0.28557429199064066,13.181408093320432,0.37563188943346065,208.21190823035897
2018-05-15,8696.97400387283,727.8026816427881,1.001272182935934,0.7417097145733362,3.0217655955968654,1.0371511655712862,0.2739445438054828,13.504583184697712,0.36969255661853395,214.28209521586376
2018-05-16,8473.34864905366,703.1556814584169,0.99865001136649,0.6972161198829727,3.3299340513884106,0.9856859652417007,0.25917040327307816,14.864357903384409,0.34547855284441686,203.71439859353168
2018-05-17,8343.1252216955,702.4531187046043,1.002801507202543,0.7135938643471674,3.3397770443341135,0.9777079222417319,0.2559644419520112,15.317957387179376,0.3337398905341624,199.46859185529323
2018-05-18,8056.05319237475,665.6275313370153,1.00145770271821,0.6670501177156759,3.2612416074765753,0.9572884393198824,0.24351748531372056,17.935561870427435,0.3100596027569625,191.5868187292587
2018-05-19,8202.82540955214,686.2132687257347,0.99855597463461,0.6795148512493371,3.5510669414297205,0.95660375514985,0.24225753121621815,17.982307294688297,0.31740217555701766,204.1135184265116
2018-05-20,8180.62700991409,685.8467539789947,1.0012895812661484,0.6740308522634255,3.430616121799528,0.9511132378095751,0.2397813759170122,24.08730542561494,0.3138793096269336,196.5637983275033
2018-05-21,8443.26024591542,703.8146666492306,1.0010412980555883,0.6978465715801341,4.011416157428157,0.8286937049522204,0.2544319090671475,30.52777607414703,0.32720209462246064,202.20327600748672
2018-05-22,8354.99633591748,688.9132212295281,0.9984498873701723,0.6802212770529341,3.972282229488827,0.842282043442642,0.24806124426766124,31.596744300262174,0.3143928002240565,197.70302191663836
2018-05-23,8009.2995067828,641.1003511423173,0.9973855831953938,0.6452086140185985,4.436663533464179,0.8141134966851424,0.22445222963328695,55.51484730173893,0.29542783130566347,176.38596407939463
2018-05-24,7556.31604292077,581.2411880572671,1.0006616552183614,0.6011985500843849,4.7944618494720785,0.8207389322452358,0.20075895439492097,47.228491541914856,0.2774622029129816,171.47875065841293
2018-05-25,7563.43546544346,597.848771866914,1.0014008480947831,0.6316376227983644,4.304353616338777,0.8290434854951327,0.20810629223519944,48.980940222392405,0.2932120592149654,171.52123010722568
2018-05-26,7472.02260174872,582.2793862832264,1.0028930642402303,0.6117224805821483,4.176224469342381,0.827690348420413,0.20086776110111673,43.985820465466176,0.2876661030627196,164.92457884273628
2018-05-27,7328.87167436352,580.4834597869499,0.9997727691895181,0.6123489388672598,3.5139711518755092,1.0256604125653632,0.19642005538818674,38.507308248364666,0.2830185465290571,164.13025444177012
2018-05-28,7326.64394017867,565.9260648024518,0.9996686748522018,0.6066559739739604,3.5407174542293283,0.8262468096969915,0.1934241426435206,37.959060119691856,0.27379238210874857,165.67898227869418
2018-05-29,7111.06892466996,511.61588041076885,1.0041811332304318,0.5518930700208218,2.5951717114056416,0.8262468096969915,0.17481981794764714,36.2357357306177,0.25031584034845455,149.47668022980983
2018-05-30,7451.2308372653,561.7406614509548,0.9991678311220679,0.6014789740983263,3.087153751704757,0.7073975702157113,0.20321852875050417,36.826978332863284,0.2830650843243195,157.5737688862958
2018-05-31,7380.8515577098,555.3491509790109,0.9978797942359612,0.6053633793737994,2.906438017628754,0.7064978064151894,0.21201676542018352,40.895495750328365,0.27609428232147243,154.5727654241807
2018-06-01,7460.16694986577,571.7271134994469,1.000784521551417,0.6132001460199593,2.4742806348861026,0.7103395541115357,0.22435581157117465,38.93652200447798,0.2957033413649133,155.37485715834254
2018-06-02,7487.07630453815,573.8335504842785,1.0020179622993515,0.6227891584207793,3.6343703512897685,0.7147880507121323,0.2220094649973021,36.3534365414534,0.2885287001630619,157.10510254622858
2018-06-03,7567.51293761927,583.1316392150303,0.9998853245001861,0.6411219825666228,3.453090001140051,0.7011541389800728,0.22660877800201606,36.223469000680154,0.29576916470012454,161.43683218225053
2018-06-04,7639.87944568278,609.2946747342367,1.0013862163024,0.6791204356358016,3.4462085226704344,0.687874136431744,0.22643984392045544,32.45383191436662,0.30113860602254156,168.06853680321672
2018-06-05,7463.65499554503,586.5759760467295,1.0029627177435758,0.6618939313238894,3.3326620873211703,0.6791874428782568,0.2137174596810844,27.516177381739162,0.2901566908727125,159.71970682439772
2018-06-06,7569.01133988542,600.6782790386933,0.999351960493431,0.6758379731331133,3.22479831179511,0.727688475356455,0.21933920134469015,29.74129698885183,0.29227482240583835,166.40992051130243
2018-06-07,7605.57848860797,598.2160984640701,0.9981728944421716,0.6733903685203042,3.2623912097330243,0.7013961921833137,0.21524780377011557,26.666341173107746,0.2971066202675466,163.84278823417287
