date,tether,ripple,isPartial
2022-01-31 03:00:00,19,33,False
2022-01-31 04:00:00,24,44,False
2022-01-31 05:00:00,29,79,False
2022-01-31 06:00:00,9,37,False
2022-01-31 07:00:00,20,53,False
2022-01-31 08:00:00,15,50,False
2022-01-31 09:00:00,14,63,False
2022-01-31 10:00:00,10,45,False
2022-01-31 11:00:00,26,43,False
2022-01-31 12:00:00,12,49,False
2022-01-31 13:00:00,8,53,False
2022-01-31 14:00:00,21,45,False
2022-01-31 15:00:00,16,56,False
2022-01-31 16:00:00,26,65,False
2022-01-31 17:00:00,17,53,False
2022-01-31 18:00:00,26,53,False
2022-01-31 19:00:00,15,59,False
2022-01-31 20:00:00,19,62,False
2022-01-31 21:00:00,43,34,False
2022-01-31 22:00:00,24,55,False
2022-01-31 23:00:00,27,29,False
2022-02-01 00:00:00,28,85,False
2022-02-01 01:00:00,24,40,False
2022-02-01 02:00:00,14,51,False
2022-02-01 03:00:00,19,91,False
2022-02-01 04:00:00,10,63,False
2022-02-01 05:00:00,15,36,False
2022-02-01 06:00:00,32,48,False
2022-02-01 07:00:00,25,75,False
2022-02-01 08:00:00,11,64,False
2022-02-01 09:00:00,39,64,False
2022-02-01 10:00:00,27,51,False
2022-02-01 11:00:00,22,37,False
2022-02-01 12:00:00,9,63,False
2022-02-01 13:00:00,29,40,False
2022-02-01 14:00:00,25,66,False
2022-02-01 15:00:00,21,63,False
2022-02-01 16:00:00,16,70,False
2022-02-01 17:00:00,19,59,False
2022-02-01 18:00:00,26,73,False
2022-02-01 19:00:00,15,61,False
2022-02-01 20:00:00,22,80,False
2022-02-01 21:00:00,28,98,False
2022-02-01 22:00:00,27,66,False
2022-02-01 23:00:00,25,41,False
2022-02-02 00:00:00,18,72,False
2022-02-02 01:00:00,35,84,False
2022-02-02 02:00:00,13,62,False
2022-02-02 03:00:00,23,78,False
2022-02-02 04:00:00,19,35,False
2022-02-02 05:00:00,5,51,False
2022-02-02 06:00:00,22,70,False
2022-02-02 07:00:00,20,47,False
2022-02-02 08:00:00,11,56,False
2022-02-02 09:00:00,7,68,False
2022-02-02 10:00:00,27,44,False
2022-02-02 11:00:00,19,57,False
2022-02-02 12:00:00,27,41,False
2022-02-02 13:00:00,22,51,False
2022-02-02 14:00:00,32,57,False
2022-02-02 15:00:00,32,46,False
2022-02-02 16:00:00,35,46,False
2022-02-02 17:00:00,11,60,False
2022-02-02 18:00:00,15,69,False
2022-02-02 19:00:00,27,69,False
2022-02-02 20:00:00,22,55,False
2022-02-02 21:00:00,18,41,False
2022-02-02 22:00:00,27,59,False
2022-02-02 23:00:00,26,47,False
2022-02-03 00:00:00,13,67,False
2022-02-03 01:00:00,13,48,False
2022-02-03 02:00:00,18,48,False
2022-02-03 03:00:00,18,83,False
2022-02-03 04:00:00,5,74,False
2022-02-03 05:00:00,14,71,False
2022-02-03 06:00:00,18,38,False
2022-02-03 07:00:00,24,51,False
2022-02-03 08:00:00,18,52,False
2022-02-03 09:00:00,28,38,False
2022-02-03 10:00:00,10,33,False
2022-02-03 11:00:00,10,55,False
2022-02-03 12:00:00,21,48,False
2022-02-03 13:00:00,17,45,False
2022-02-03 14:00:00,24,40,False
2022-02-03 15:00:00,24,43,False
2022-02-03 16:00:00,13,32,False
2022-02-03 17:00:00,6,51,False
2022-02-03 18:00:00,12,59,False
2022-02-03 19:00:00,21,68,False
2022-02-03 20:00:00,31,91,False
2022-02-03 21:00:00,14,26,False
2022-02-03 22:00:00,15,46,False
2022-02-03 23:00:00,17,37,False
2022-02-04 00:00:00,22,58,False
2022-02-04 01:00:00,35,46,False
2022-02-04 02:00:00,22,50,False
2022-02-04 03:00:00,41,33,False
2022-02-04 04:00:00,24,100,False
2022-02-04 05:00:00,14,83,False
2022-02-04 06:00:00,13,85,False
2022-02-04 07:00:00,12,42,False
2022-02-04 08:00:00,26,54,False
2022-02-04 09:00:00,18,67,False
2022-02-04 10:00:00,17,54,False
2022-02-04 11:00:00,30,61,False
2022-02-04 12:00:00,6,59,False
2022-02-04 13:00:00,20,35,False
2022-02-04 14:00:00,22,71,False
2022-02-04 15:00:00,22,39,False
2022-02-04 16:00:00,14,63,False
2022-02-04 17:00:00,26,33,False
2022-02-04 18:00:00,21,56,False
2022-02-04 19:00:00,29,40,False
2022-02-04 20:00:00,34,59,False
2022-02-04 21:00:00,33,75,False
2022-02-04 22:00:00,20,66,False
2022-02-04 23:00:00,26,27,False
2022-02-05 00:00:00,28,62,False
2022-02-05 00:00:00,15,33,False
2022-02-05 01:00:00,10,21,False
2022-02-05 02:00:00,8,21,False
2022-02-05 03:00:00,10,24,False
2022-02-05 04:00:00,13,47,False
2022-02-05 05:00:00,5,40,False
2022-02-05 06:00:00,16,42,False
2022-02-05 07:00:00,20,34,False
2022-02-05 08:00:00,16,32,False
2022-02-05 09:00:00,16,37,False
2022-02-05 10:00:00,9,20,False
2022-02-05 11:00:00,14,21,False
2022-02-05 12:00:00,11,19,False
2022-02-05 13:00:00,9,19,False
2022-02-05 14:00:00,7,17,False
2022-02-05 15:00:00,10,35,False
2022-02-05 16:00:00,14,26,False
2022-02-05 17:00:00,6,23,False
2022-02-05 18:00:00,9,30,False
2022-02-05 19:00:00,13,30,False
2022-02-05 20:00:00,6,25,False
2022-02-05 21:00:00,14,32,False
2022-02-05 22:00:00,7,18,False
2022-02-05 23:00:00,22,30,False
2022-02-06 00:00:00,10,35,False
2022-02-06 01:00:00,13,32,False
2022-02-06 02:00:00,19,30,False
2022-02-06 03:00:00,8,28,False
2022-02-06 04:00:00,14,17,False
2022-02-06 05:00:00,8,29,False
2022-02-06 06:00:00,3,34,False
2022-02-06 07:00:00,15,29,False
2022-02-06 08:00:00,17,27,False
2022-02-06 09:00:00,13,23,False
2022-02-06 10:00:00,15,24,False
2022-02-06 11:00:00,16,16,False
2022-02-06 12:00:00,11,23,False
2022-02-06 13:00:00,17,37,False
2022-02-06 14:00:00,5,25,False
2022-02-06 15:00:00,13,24,False
2022-02-06 16:00:00,12,30,False
2022-02-06 17:00:00,18,28,False
2022-02-06 18:00:00,15,34,False
2022-02-06 19:00:00,13,44,False
2022-02-06 20:00:00,16,34,False
2022-02-06 21:00:00,17,24,False
2022-02-06 22:00:00,15,41,False
2022-02-06 23:00:00,20,28,False
2022-02-07 00:00:00,30,13,False
2022-02-07 01:00:00,0,27,False
2022-02-07 02:00:00,7,28,False
2022-02-07 03:00:00,10,42,False
2022-02-07 04:00:00,20,50,False
2022-02-07 05:00:00,12,33,False
2022-02-07 06:00:00,9,56,False
2022-02-07 07:00:00,12,53,False
2022-02-07 08:00:00,10,63,False
2022-02-07 09:00:00,17,54,False
2022-02-07 10:00:00,5,59,False
2022-02-07 11:00:00,5,33,False
2022-02-07 12:00:00,8,42,False
2022-02-07 13:00:00,9,42,False
2022-02-07 14:00:00,11,26,False
2022-02-07 15:00:00,7,46,False
2022-02-07 16:00:00,18,33,False
2022-02-07 17:00:00,9,37,False
2022-02-07 18:00:00,9,47,False
2022-02-07 19:00:00,21,50,False
2022-02-07 20:00:00,10,41,False
2022-02-07 21:00:00,2,64,False
2022-02-07 22:00:00,15,60,False
2022-02-07 23:00:00,11,49,False
2022-02-08 00:00:00,14,26,False
2022-02-08 01:00:00,9,54,False
2022-02-08 02:00:00,11,33,False
2022-02-08 03:00:00,14,46,False
2022-02-08 04:00:00,15,38,False
2022-02-08 05:00:00,5,58,False
2022-02-08 06:00:00,16,62,False
2022-02-08 07:00:00,17,100,False
2022-02-08 08:00:00,4,59,False
2022-02-08 09:00:00,4,51,False
2022-02-08 10:00:00,7,51,False
2022-02-08 11:00:00,7,60,False
2022-02-08 12:00:00,12,45,False
2022-02-08 13:00:00,10,41,False
2022-02-08 14:00:00,8,40,False
2022-02-08 15:00:00,14,25,False
2022-02-08 16:00:00,10,37,False
2022-02-08 17:00:00,7,30,False
2022-02-08 18:00:00,8,31,False
2022-02-08 19:00:00,11,34,False
2022-02-08 20:00:00,7,37,False
2022-02-08 21:00:00,29,43,False
2022-02-08 22:00:00,8,36,False
2022-02-08 23:00:00,13,33,False
2022-02-09 00:00:00,7,29,False
2022-02-09 01:00:00,16,35,False
2022-02-09 02:00:00,14,33,False
2022-02-09 03:00:00,7,46,False
2022-02-09 04:00:00,10,36,False
2022-02-09 05:00:00,15,44,False
2022-02-09 06:00:00,9,32,False
2022-02-09 07:00:00,10,21,False
2022-02-09 08:00:00,15,41,False
2022-02-09 09:00:00,13,37,False
2022-02-09 10:00:00,4,45,False
2022-02-09 11:00:00,13,17,False
2022-02-09 12:00:00,3,33,False
2022-02-09 13:00:00,12,30,False
2022-02-09 14:00:00,8,37,False
2022-02-09 15:00:00,11,34,False
2022-02-09 16:00:00,15,30,False
2022-02-09 17:00:00,12,36,False
2022-02-09 18:00:00,11,35,False
2022-02-09 19:00:00,16,53,False
2022-02-09 20:00:00,12,36,False
2022-02-09 21:00:00,11,56,False
2022-02-09 22:00:00,8,45,False
2022-02-09 23:00:00,14,26,False
2022-02-10 00:00:00,24,36,False
2022-02-10 01:00:00,7,21,False
2022-02-10 02:00:00,9,24,False
2022-02-10 03:00:00,12,42,False
2022-02-10 04:00:00,15,33,False
2022-02-10 05:00:00,7,37,False
2022-02-10 06:00:00,0,33,False
2022-02-10 07:00:00,0,26,False
2022-02-10 08:00:00,10,42,False
2022-02-10 09:00:00,8,60,False
2022-02-10 10:00:00,13,49,False
2022-02-10 11:00:00,10,26,False
2022-02-10 12:00:00,8,24,False
2022-02-10 13:00:00,7,40,False
2022-02-10 14:00:00,14,23,False
2022-02-10 15:00:00,14,29,False
2022-02-10 16:00:00,17,30,False
2022-02-10 17:00:00,14,28,False
2022-02-10 18:00:00,11,40,False
2022-02-10 19:00:00,11,41,False
2022-02-10 20:00:00,9,35,False
2022-02-10 21:00:00,19,38,False
2022-02-10 22:00:00,11,47,False
2022-02-10 23:00:00,16,32,False
2022-02-11 00:00:00,0,31,False
2022-02-11 01:00:00,9,26,False
2022-02-11 02:00:00,5,19,False
2022-02-11 03:00:00,10,30,False
2022-02-11 04:00:00,10,29,False
2022-02-11 05:00:00,10,41,False
2022-02-11 06:00:00,5,36,False
2022-02-11 07:00:00,11,35,False
2022-02-11 08:00:00,2,28,False
2022-02-11 09:00:00,8,30,False
2022-02-11 10:00:00,7,17,False
2022-02-11 11:00:00,10,25,False
2022-02-11 12:00:00,8,39,False
2022-02-11 13:00:00,10,32,False
2022-02-11 14:00:00,15,38,False
2022-02-11 15:00:00,7,21,False
2022-02-11 16:00:00,12,27,False
2022-02-11 17:00:00,16,28,False
2022-02-11 18:00:00,8,25,False
2022-02-11 19:00:00,14,42,False
2022-02-11 20:00:00,13,34,False
2022-02-11 21:00:00,14,30,False
2022-02-11 22:00:00,9,45,False
2022-02-11 23:00:00,7,29,False
2022-02-12 00:00:00,3,46,False
2022-02-12 00:00:00,5,83,False
2022-02-12 01:00:00,14,55,False
2022-02-12 02:00:00,14,55,False
2022-02-12 03:00:00,5,53,False
2022-02-12 04:00:00,14,65,False
2022-02-12 05:00:00,14,50,False
2022-02-12 06:00:00,19,58,False
2022-02-12 07:00:00,18,45,False
2022-02-12 08:00:00,17,64,False
2022-02-12 09:00:00,20,49,False
2022-02-12 10:00:00,8,39,False
2022-02-12 11:00:00,11,25,False
2022-02-12 12:00:00,26,53,False
2022-02-12 13:00:00,6,50,False
2022-02-12 14:00:00,29,30,False
2022-02-12 15:00:00,22,58,False
2022-02-12 16:00:00,31,89,False
2022-02-12 17:00:00,20,64,False
2022-02-12 18:00:00,9,80,False
2022-02-12 19:00:00,3,52,False
2022-02-12 20:00:00,14,75,False
2022-02-12 21:00:00,30,73,False
2022-02-12 22:00:00,12,50,False
2022-02-12 23:00:00,9,50,False
2022-02-13 00:00:00,9,61,False
2022-02-13 01:00:00,19,43,False
2022-02-13 02:00:00,19,81,False
2022-02-13 03:00:00,19,73,False
2022-02-13 04:00:00,15,76,False
2022-02-13 05:00:00,24,60,False
2022-02-13 06:00:00,5,40,False
2022-02-13 07:00:00,13,41,False
2022-02-13 08:00:00,16,29,False
2022-02-13 09:00:00,20,85,False
2022-02-13 10:00:00,8,47,False
2022-02-13 11:00:00,11,37,False
2022-02-13 12:00:00,13,58,False
2022-02-13 13:00:00,22,45,False
2022-02-13 14:00:00,15,60,False
2022-02-13 15:00:00,26,50,False
2022-02-13 16:00:00,14,76,False
2022-02-13 17:00:00,20,44,False
2022-02-13 18:00:00,15,48,False
2022-02-13 19:00:00,25,51,False
2022-02-13 20:00:00,26,54,False
2022-02-13 21:00:00,7,43,False
2022-02-13 22:00:00,27,59,False
2022-02-13 23:00:00,12,46,False
2022-02-14 00:00:00,24,54,False
2022-02-14 01:00:00,27,56,False
2022-02-14 02:00:00,28,45,False
2022-02-14 03:00:00,41,67,False
2022-02-14 04:00:00,4,44,False
2022-02-14 05:00:00,34,48,False
2022-02-14 06:00:00,12,40,False
2022-02-14 07:00:00,25,59,False
2022-02-14 08:00:00,23,48,False
2022-02-14 09:00:00,6,49,False
2022-02-14 10:00:00,15,54,False
2022-02-14 11:00:00,9,58,False
2022-02-14 12:00:00,19,50,False
2022-02-14 13:00:00,13,69,False
2022-02-14 14:00:00,7,50,False
2022-02-14 15:00:00,12,34,False
2022-02-14 16:00:00,7,56,False
2022-02-14 17:00:00,18,68,False
2022-02-14 18:00:00,8,50,False
2022-02-14 19:00:00,17,44,False
2022-02-14 20:00:00,18,46,False
2022-02-14 21:00:00,20,59,False
2022-02-14 22:00:00,19,73,False
2022-02-14 23:00:00,21,62,False
2022-02-15 00:00:00,4,45,False
2022-02-15 01:00:00,8,71,False
2022-02-15 02:00:00,21,46,False
2022-02-15 03:00:00,17,52,False
2022-02-15 04:00:00,23,34,False
2022-02-15 05:00:00,13,62,False
2022-02-15 06:00:00,8,70,False
2022-02-15 07:00:00,18,67,False
2022-02-15 08:00:00,13,62,False
2022-02-15 09:00:00,10,67,False
2022-02-15 10:00:00,22,44,False
2022-02-15 11:00:00,21,51,False
2022-02-15 12:00:00,14,47,False
2022-02-15 13:00:00,13,64,False
2022-02-15 14:00:00,32,45,False
2022-02-15 15:00:00,17,43,False
2022-02-15 16:00:00,15,55,False
2022-02-15 17:00:00,21,57,False
2022-02-15 18:00:00,25,44,False
2022-02-15 19:00:00,19,93,False
2022-02-15 20:00:00,8,80,False
2022-02-15 21:00:00,10,38,False
2022-02-15 22:00:00,21,42,False
2022-02-15 23:00:00,28,52,False
2022-02-16 00:00:00,16,49,False
2022-02-16 01:00:00,16,40,False
2022-02-16 02:00:00,16,62,False
2022-02-16 03:00:00,21,60,False
2022-02-16 04:00:00,36,49,False
2022-02-16 05:00:00,22,52,False
2022-02-16 06:00:00,12,34,False
2022-02-16 07:00:00,14,57,False
2022-02-16 08:00:00,14,60,False
2022-02-16 09:00:00,13,46,False
2022-02-16 10:00:00,22,78,False
2022-02-16 11:00:00,9,63,False
2022-02-16 12:00:00,17,45,False
2022-02-16 13:00:00,15,44,False
2022-02-16 14:00:00,12,53,False
2022-02-16 15:00:00,22,45,False
2022-02-16 16:00:00,33,49,False
2022-02-16 17:00:00,13,57,False
2022-02-16 18:00:00,11,45,False
2022-02-16 19:00:00,26,56,False
2022-02-16 20:00:00,12,35,False
2022-02-16 21:00:00,29,71,False
2022-02-16 22:00:00,22,52,False
2022-02-16 23:00:00,24,44,False
2022-02-17 00:00:00,25,45,False
2022-02-17 01:00:00,4,62,False
2022-02-17 02:00:00,16,88,False
2022-02-17 03:00:00,30,37,False
2022-02-17 04:00:00,13,63,False
2022-02-17 05:00:00,9,38,False
2022-02-17 06:00:00,8,62,False
2022-02-17 07:00:00,15,49,False
2022-02-17 08:00:00,17,78,False
2022-02-17 09:00:00,16,59,False
2022-02-17 10:00:00,22,44,False
2022-02-17 11:00:00,15,44,False
2022-02-17 12:00:00,19,51,False
2022-02-17 13:00:00,26,62,False
2022-02-17 14:00:00,10,62,False
2022-02-17 15:00:00,15,72,False
2022-02-17 16:00:00,20,79,False
2022-02-17 17:00:00,8,62,False
2022-02-17 18:00:00,24,55,False
2022-02-17 19:00:00,17,52,False
2022-02-17 20:00:00,27,79,False
2022-02-17 21:00:00,20,82,False
2022-02-17 22:00:00,18,100,False
2022-02-17 23:00:00,24,65,False
2022-02-18 00:00:00,8,44,False
2022-02-18 01:00:00,4,42,False
2022-02-18 02:00:00,12,60,False
2022-02-18 03:00:00,13,62,False
2022-02-18 04:00:00,32,75,False
2022-02-18 05:00:00,13,46,False
2022-02-18 06:00:00,25,52,False
2022-02-18 07:00:00,11,75,False
2022-02-18 08:00:00,18,43,False
2022-02-18 09:00:00,7,51,False
2022-02-18 10:00:00,10,66,False
2022-02-18 11:00:00,15,34,False
2022-02-18 12:00:00,14,61,False
2022-02-18 13:00:00,16,43,False
2022-02-18 14:00:00,18,57,False
2022-02-18 15:00:00,23,47,False
2022-02-18 16:00:00,28,58,False
2022-02-18 17:00:00,11,62,False
2022-02-18 18:00:00,26,77,False
2022-02-18 19:00:00,3,75,False
2022-02-18 20:00:00,13,76,False
2022-02-18 21:00:00,18,73,False
2022-02-18 22:00:00,28,65,False
2022-02-18 23:00:00,25,48,False
2022-02-19 00:00:00,27,64,False
2022-02-19 00:00:00,26,62,False
2022-02-19 01:00:00,22,58,False
2022-02-19 02:00:00,9,46,False
2022-02-19 03:00:00,14,52,False
2022-02-19 04:00:00,19,34,False
2022-02-19 05:00:00,5,44,False
2022-02-19 06:00:00,14,79,False
2022-02-19 07:00:00,13,31,False
2022-02-19 08:00:00,16,50,False
2022-02-19 09:00:00,19,67,False
2022-02-19 10:00:00,19,42,False
2022-02-19 11:00:00,14,22,False
2022-02-19 12:00:00,10,70,False
2022-02-19 13:00:00,24,100,False
2022-02-19 14:00:00,29,65,False
2022-02-19 15:00:00,17,68,False
2022-02-19 16:00:00,14,98,False
2022-02-19 17:00:00,6,67,False
2022-02-19 18:00:00,3,43,False
2022-02-19 19:00:00,6,41,False
2022-02-19 20:00:00,13,72,False
2022-02-19 21:00:00,18,66,False
2022-02-19 22:00:00,0,76,False
2022-02-19 23:00:00,4,66,False
2022-02-20 00:00:00,40,86,False
2022-02-20 01:00:00,27,65,False
2022-02-20 02:00:00,14,71,False
2022-02-20 03:00:00,9,63,False
2022-02-20 04:00:00,24,44,False
2022-02-20 05:00:00,15,65,False
2022-02-20 06:00:00,9,57,False
2022-02-20 07:00:00,18,36,False
2022-02-20 08:00:00,29,46,False
2022-02-20 09:00:00,19,67,False
2022-02-20 10:00:00,7,34,False
2022-02-20 11:00:00,32,54,False
2022-02-20 12:00:00,10,54,False
2022-02-20 13:00:00,18,30,False
2022-02-20 14:00:00,8,54,False
2022-02-20 15:00:00,14,34,False
2022-02-20 16:00:00,8,36,False
2022-02-20 17:00:00,14,29,False
2022-02-20 18:00:00,18,66,False
2022-02-20 19:00:00,18,62,False
2022-02-20 20:00:00,36,63,False
2022-02-20 21:00:00,32,61,False
2022-02-20 22:00:00,16,56,False
2022-02-20 23:00:00,25,26,False
2022-02-21 00:00:00,8,22,False
2022-02-21 01:00:00,33,68,False
2022-02-21 02:00:00,4,55,False
2022-02-21 03:00:00,13,35,False
2022-02-21 04:00:00,17,62,False
2022-02-21 05:00:00,13,26,False
2022-02-21 06:00:00,12,52,False
2022-02-21 07:00:00,14,55,False
2022-02-21 08:00:00,7,56,False
2022-02-21 09:00:00,10,67,False
2022-02-21 10:00:00,12,29,False
2022-02-21 11:00:00,17,42,False
2022-02-21 12:00:00,13,44,False
2022-02-21 13:00:00,20,44,False
2022-02-21 14:00:00,17,49,False
2022-02-21 15:00:00,14,66,False
2022-02-21 16:00:00,17,42,False
2022-02-21 17:00:00,5,75,False
2022-02-21 18:00:00,18,54,False
2022-02-21 19:00:00,36,45,False
2022-02-21 20:00:00,24,43,False
2022-02-21 21:00:00,16,53,False
2022-02-21 22:00:00,25,30,False
2022-02-21 23:00:00,16,53,False
2022-02-22 00:00:00,16,90,False
2022-02-22 01:00:00,20,58,False
2022-02-22 02:00:00,16,53,False
2022-02-22 03:00:00,16,59,False
2022-02-22 04:00:00,0,44,False
2022-02-22 05:00:00,17,51,False
2022-02-22 06:00:00,0,64,False
2022-02-22 07:00:00,25,44,False
2022-02-22 08:00:00,14,67,False
2022-02-22 09:00:00,16,73,False
2022-02-22 10:00:00,16,45,False
2022-02-22 11:00:00,14,38,False
2022-02-22 12:00:00,19,41,False
2022-02-22 13:00:00,20,48,False
2022-02-22 14:00:00,17,64,False
2022-02-22 15:00:00,12,39,False
2022-02-22 16:00:00,24,79,False
2022-02-22 17:00:00,23,36,False
2022-02-22 18:00:00,32,55,False
2022-02-22 19:00:00,19,60,False
2022-02-22 20:00:00,20,62,False
2022-02-22 21:00:00,16,56,False
2022-02-22 22:00:00,18,69,False
2022-02-22 23:00:00,27,28,False
2022-02-23 00:00:00,32,61,False
2022-02-23 01:00:00,16,100,False
2022-02-23 02:00:00,12,29,False
2022-02-23 03:00:00,33,38,False
2022-02-23 04:00:00,9,50,False
2022-02-23 05:00:00,9,53,False
2022-02-23 06:00:00,20,57,False
2022-02-23 07:00:00,4,68,False
2022-02-23 08:00:00,24,50,False
2022-02-23 09:00:00,10,23,False
2022-02-23 10:00:00,22,48,False
2022-02-23 11:00:00,12,45,False
2022-02-23 12:00:00,22,50,False
2022-02-23 13:00:00,18,54,False
2022-02-23 14:00:00,22,64,False
2022-02-23 15:00:00,12,55,False
2022-02-23 16:00:00,25,48,False
2022-02-23 17:00:00,16,61,False
2022-02-23 18:00:00,5,55,False
2022-02-23 19:00:00,20,66,False
2022-02-23 20:00:00,23,38,False
2022-02-23 21:00:00,13,59,False
2022-02-23 22:00:00,11,41,False
2022-02-23 23:00:00,15,55,False
2022-02-24 00:00:00,19,56,False
2022-02-24 01:00:00,28,37,False
2022-02-24 02:00:00,12,73,False
2022-02-24 03:00:00,8,51,False
2022-02-24 04:00:00,8,56,False
2022-02-24 05:00:00,24,61,False
2022-02-24 06:00:00,22,57,False
2022-02-24 07:00:00,31,57,False
2022-02-24 08:00:00,23,50,False
2022-02-24 09:00:00,16,55,False
2022-02-24 10:00:00,6,48,False
2022-02-24 11:00:00,3,35,False
2022-02-24 12:00:00,31,32,False
2022-02-24 13:00:00,27,53,False
2022-02-24 14:00:00,14,37,False
2022-02-24 15:00:00,26,65,False
2022-02-24 16:00:00,16,43,False
2022-02-24 17:00:00,20,33,False
2022-02-24 18:00:00,8,61,False
2022-02-24 19:00:00,30,42,False
2022-02-24 20:00:00,14,53,False
2022-02-24 21:00:00,9,71,False
2022-02-24 22:00:00,14,58,False
2022-02-24 23:00:00,20,56,False
2022-02-25 00:00:00,8,75,False
2022-02-25 01:00:00,15,53,False
2022-02-25 02:00:00,27,37,False
2022-02-25 03:00:00,8,43,False
2022-02-25 04:00:00,21,62,False
2022-02-25 05:00:00,17,40,False
2022-02-25 06:00:00,8,61,False
2022-02-25 07:00:00,22,34,False
2022-02-25 08:00:00,3,57,False
2022-02-25 09:00:00,10,41,False
2022-02-25 10:00:00,16,72,False
2022-02-25 11:00:00,29,52,False
2022-02-25 12:00:00,16,46,False
2022-02-25 13:00:00,10,78,False
2022-02-25 14:00:00,14,39,False
2022-02-25 15:00:00,16,50,False
2022-02-25 16:00:00,21,41,False
2022-02-25 17:00:00,22,58,False
2022-02-25 18:00:00,26,57,False
2022-02-25 19:00:00,8,58,False
2022-02-25 20:00:00,30,54,False
2022-02-25 21:00:00,31,51,False
2022-02-25 22:00:00,23,49,False
2022-02-25 23:00:00,12,70,False
2022-02-26 00:00:00,13,54,False
2022-02-26 00:00:00,14,59,False
2022-02-26 01:00:00,9,45,False
2022-02-26 02:00:00,24,35,False
2022-02-26 03:00:00,15,41,False
2022-02-26 04:00:00,20,43,False
2022-02-26 05:00:00,15,62,False
2022-02-26 06:00:00,10,46,False
2022-02-26 07:00:00,18,24,False
2022-02-26 08:00:00,13,75,False
2022-02-26 09:00:00,17,40,False
2022-02-26 10:00:00,8,21,False
2022-02-26 11:00:00,8,32,False
2022-02-26 12:00:00,21,33,False
2022-02-26 13:00:00,26,45,False
2022-02-26 14:00:00,9,50,False
2022-02-26 15:00:00,15,29,False
2022-02-26 16:00:00,21,54,False
2022-02-26 17:00:00,12,62,False
2022-02-26 18:00:00,19,75,False
2022-02-26 19:00:00,17,44,False
2022-02-26 20:00:00,11,58,False
2022-02-26 21:00:00,16,76,False
2022-02-26 22:00:00,39,83,False
2022-02-26 23:00:00,33,45,False
2022-02-27 00:00:00,19,40,False
2022-02-27 01:00:00,20,68,False
2022-02-27 02:00:00,15,72,False
2022-02-27 03:00:00,15,58,False
2022-02-27 04:00:00,5,50,False
2022-02-27 05:00:00,16,55,False
2022-02-27 06:00:00,5,48,False
2022-02-27 07:00:00,19,40,False
2022-02-27 08:00:00,18,52,False
2022-02-27 09:00:00,0,72,False
2022-02-27 10:00:00,21,22,False
2022-02-27 11:00:00,12,59,False
2022-02-27 12:00:00,26,70,False
2022-02-27 13:00:00,10,28,False
2022-02-27 14:00:00,16,36,False
2022-02-27 15:00:00,37,55,False
2022-02-27 16:00:00,24,81,False
2022-02-27 17:00:00,25,19,False
2022-02-27 18:00:00,13,44,False
2022-02-27 19:00:00,36,42,False
2022-02-27 20:00:00,32,49,False
2022-02-27 21:00:00,15,69,False
2022-02-27 22:00:00,42,67,False
2022-02-27 23:00:00,38,30,False
2022-02-28 00:00:00,19,60,False
2022-02-28 01:00:00,14,48,False
2022-02-28 02:00:00,19,54,False
2022-02-28 03:00:00,28,59,False
2022-02-28 04:00:00,19,55,False
2022-02-28 05:00:00,19,69,False
2022-02-28 06:00:00,21,45,False
2022-02-28 07:00:00,20,58,False
2022-02-28 08:00:00,29,51,False
2022-02-28 09:00:00,11,34,False
2022-02-28 10:00:00,7,62,False
2022-02-28 11:00:00,23,62,False
2022-02-28 12:00:00,18,35,False
2022-02-28 13:00:00,22,52,False
2022-02-28 14:00:00,10,76,False
2022-02-28 15:00:00,12,74,False
2022-02-28 16:00:00,20,64,False
2022-02-28 17:00:00,26,57,False
2022-02-28 18:00:00,22,56,False
2022-02-28 19:00:00,33,60,False
2022-02-28 20:00:00,46,73,False
2022-02-28 21:00:00,22,93,False
2022-02-28 22:00:00,33,99,False
2022-02-28 23:00:00,9,69,False
2022-03-01 00:00:00,22,65,False
2022-03-01 01:00:00,22,79,False
2022-03-01 02:00:00,22,56,False
2022-03-01 03:00:00,14,43,False
2022-03-01 04:00:00,14,60,False
2022-03-01 05:00:00,37,69,False
2022-03-01 06:00:00,34,54,False
2022-03-01 07:00:00,16,41,False
2022-03-01 08:00:00,30,47,False
2022-03-01 09:00:00,7,70,False
2022-03-01 10:00:00,28,56,False
2022-03-01 11:00:00,20,70,False
2022-03-01 12:00:00,25,78,False
2022-03-01 13:00:00,37,67,False
2022-03-01 14:00:00,11,40,False
2022-03-01 15:00:00,25,78,False
2022-03-01 16:00:00,22,88,False
2022-03-01 17:00:00,12,80,False
2022-03-01 18:00:00,21,75,False
2022-03-01 19:00:00,31,75,False
2022-03-01 20:00:00,36,86,False
2022-03-01 21:00:00,21,85,False
2022-03-01 22:00:00,28,100,False
2022-03-01 23:00:00,39,96,False
2022-03-02 00:00:00,35,87,False
2022-03-02 01:00:00,25,35,False
2022-03-02 02:00:00,9,63,False
2022-03-02 03:00:00,18,47,False
2022-03-02 04:00:00,18,92,False
2022-03-02 05:00:00,22,89,False
2022-03-02 06:00:00,8,43,False
2022-03-02 07:00:00,19,52,False
2022-03-02 08:00:00,28,56,False
2022-03-02 09:00:00,21,65,False
2022-03-02 10:00:00,30,63,False
2022-03-02 11:00:00,13,40,False
2022-03-02 12:00:00,23,59,False
2022-03-02 13:00:00,5,46,False
2022-03-02 14:00:00,24,61,False
